county,aqi,pollutant,number_of_sites_reporting,date
Onondaga,38,Ozone,1,2021-03-19
Onondaga,41,Ozone,1,2021-03-20
Onondaga,43,Ozone,1,2021-03-21
Onondaga,51,Ozone,1,2021-03-22
Onondaga,51,Ozone,1,2021-03-23
Onondaga,33,Ozone,1,2021-03-24
Onondaga,43,Ozone,1,2021-03-25
Onondaga,32,Ozone,1,2021-03-26
Onondaga,28,Ozone,1,2021-03-27
Onondaga,39,Ozone,1,2021-03-28
Onondaga,40,Ozone,1,2021-03-29
Onondaga,48,Ozone,1,2021-03-30
Onondaga,42,Ozone,1,2021-03-31
Orange,56,PM2.5,2,2021-01-01
Orange,32,PM2.5,2,2021-01-02
Orange,40,PM2.5,2,2021-01-03
Orange,44,PM2.5,2,2021-01-04
Orange,35,PM2.5,2,2021-01-05
Orange,37,PM2.5,2,2021-01-06
Orange,30,Ozone,2,2021-01-07
Orange,24,Ozone,2,2021-01-08
Orange,30,Ozone,2,2021-01-09
Orange,34,PM2.5,2,2021-01-10
Orange,54,PM2.5,2,2021-01-11
Orange,65,PM2.5,2,2021-01-12
Orange,64,PM2.5,2,2021-01-13
Orange,72,PM2.5,2,2021-01-14
Orange,55,PM2.5,2,2021-01-15
Orange,31,PM2.5,2,2021-01-16
Orange,32,PM2.5,2,2021-01-17
Orange,33,PM2.5,2,2021-01-18
Orange,33,PM2.5,2,2021-01-19
Orange,31,Ozone,2,2021-01-20
Orange,34,PM2.5,2,2021-01-21
Orange,39,PM2.5,2,2021-01-22
Orange,33,Ozone,2,2021-01-23
Orange,34,Ozone,2,2021-01-24
Orange,30,Ozone,2,2021-01-25
Orange,38,PM2.5,2,2021-01-26
Orange,40,PM2.5,2,2021-01-27
Orange,34,Ozone,2,2021-01-28
Orange,36,Ozone,2,2021-01-29
Orange,35,Ozone,2,2021-01-30
Orange,29,Ozone,2,2021-01-31
Orange,32,Ozone,2,2021-02-01
Orange,32,Ozone,2,2021-02-02
Orange,37,Ozone,2,2021-02-03
Orange,39,Ozone,2,2021-02-04
Orange,39,PM2.5,2,2021-02-05
Orange,38,Ozone,2,2021-02-06
Orange,39,PM2.5,2,2021-02-07
Orange,35,Ozone,2,2021-02-08
Orange,52,PM2.5,2,2021-02-09
Orange,38,Ozone,1,2021-02-10
Orange,39,Ozone,1,2021-02-11
Orange,33,Ozone,2,2021-02-12
Orange,34,Ozone,1,2021-02-13
Orange,33,Ozone,1,2021-02-14
Orange,31,Ozone,1,2021-02-15
Orange,31,Ozone,1,2021-02-16
Orange,36,Ozone,1,2021-02-17
Orange,31,Ozone,1,2021-02-18
Orange,33,Ozone,1,2021-02-19
Orange,40,Ozone,1,2021-02-20
Orange,38,Ozone,1,2021-02-21
Orange,35,Ozone,1,2021-02-22
Orange,36,Ozone,1,2021-02-23
Orange,43,Ozone,1,2021-02-24
Orange,40,Ozone,1,2021-02-25
Orange,42,Ozone,1,2021-02-26
Orange,32,Ozone,1,2021-02-27
Orange,31,Ozone,1,2021-02-28
Orange,37,Ozone,1,2021-03-01
Orange,38,Ozone,1,2021-03-02
Orange,38,Ozone,1,2021-03-03
Orange,39,Ozone,1,2021-03-04
Orange,39,Ozone,2,2021-03-05
Orange,37,Ozone,1,2021-03-06
Orange,39,Ozone,1,2021-03-07
Orange,44,Ozone,2,2021-03-08
Orange,41,Ozone,1,2021-03-09
Orange,35,Ozone,1,2021-03-10
Orange,56,PM2.5,2,2021-03-11
Orange,42,Ozone,1,2021-03-12
Orange,38,Ozone,1,2021-03-13
Orange,39,Ozone,2,2021-03-14
Orange,39,Ozone,1,2021-03-15
Orange,31,Ozone,1,2021-03-16
Orange,42,PM2.5,2,2021-03-17
Orange,34,Ozone,1,2021-03-18
Orange,37,Ozone,1,2021-03-19
Orange,40,Ozone,2,2021-03-20
Orange,44,Ozone,1,2021-03-21
Orange,45,Ozone,1,2021-03-22
Orange,43,Ozone,2,2021-03-23
Orange,26,Ozone,1,2021-03-24
Orange,31,Ozone,1,2021-03-25
Orange,39,Ozone,2,2021-03-26
Orange,37,Ozone,1,2021-03-27
Orange,34,Ozone,1,2021-03-28
Orange,41,Ozone,2,2021-03-29
Orange,42,Ozone,1,2021-03-30
Orange,27,Ozone,1,2021-03-31
Oswego,32,Ozone,1,2021-01-01
Oswego,28,Ozone,1,2021-01-02
Oswego,29,Ozone,1,2021-01-03
Oswego,24,Ozone,1,2021-01-04
Oswego,25,Ozone,1,2021-01-05
Oswego,32,Ozone,1,2021-01-06
Oswego,30,Ozone,1,2021-01-08
Oswego,35,Ozone,1,2021-01-09
Oswego,28,Ozone,1,2021-01-10
Oswego,28,Ozone,1,2021-01-11
Oswego,29,Ozone,1,2021-01-12
Oswego,23,Ozone,1,2021-01-13
Oswego,16,Ozone,1,2021-01-14
Oswego,28,Ozone,1,2021-01-16
Oswego,26,Ozone,1,2021-01-17
Oswego,31,Ozone,1,2021-01-18
Oswego,30,Ozone,1,2021-01-19
Oswego,35,Ozone,1,2021-01-20
Oswego,30,Ozone,1,2021-01-21
Oswego,31,Ozone,1,2021-01-22
Oswego,36,Ozone,1,2021-01-23
Oswego,36,Ozone,1,2021-01-24
Oswego,31,Ozone,1,2021-01-25
Oswego,33,Ozone,1,2021-01-26
Oswego,36,Ozone,1,2021-01-27
Oswego,36,Ozone,1,2021-01-28
Oswego,35,Ozone,1,2021-01-29
Oswego,37,Ozone,1,2021-01-30
Oswego,38,Ozone,1,2021-01-31
Oswego,35,Ozone,1,2021-02-01
Oswego,38,Ozone,1,2021-02-02
Oswego,41,Ozone,1,2021-02-03
Oswego,39,Ozone,1,2021-02-04
Oswego,38,Ozone,1,2021-02-05
Oswego,37,Ozone,1,2021-02-06
Oswego,39,Ozone,1,2021-02-07
Oswego,38,Ozone,1,2021-02-08
Oswego,37,Ozone,1,2021-02-09
Oswego,42,Ozone,1,2021-02-10
Oswego,38,Ozone,1,2021-02-11
Oswego,34,Ozone,1,2021-02-12
Oswego,36,Ozone,1,2021-02-13
Oswego,34,Ozone,1,2021-02-14
Oswego,35,Ozone,1,2021-02-15
Oswego,32,Ozone,1,2021-02-16
Oswego,35,Ozone,1,2021-02-17
Oswego,37,Ozone,1,2021-02-18
Oswego,35,Ozone,1,2021-02-19
Oswego,42,Ozone,1,2021-02-20
Oswego,44,Ozone,1,2021-02-21
Oswego,47,Ozone,1,2021-02-22
Oswego,46,Ozone,1,2021-02-23
Oswego,51,Ozone,1,2021-02-24
Oswego,39,Ozone,1,2021-02-25
Oswego,44,Ozone,1,2021-02-26
Oswego,44,Ozone,1,2021-02-27
Oswego,41,Ozone,1,2021-02-28
Oswego,41,Ozone,1,2021-03-01
Oswego,40,Ozone,1,2021-03-02
Oswego,37,Ozone,1,2021-03-03
Oswego,40,Ozone,1,2021-03-04
Oswego,42,Ozone,1,2021-03-05
Oswego,39,Ozone,1,2021-03-06
Oswego,39,Ozone,1,2021-03-07
Oswego,39,Ozone,1,2021-03-08
Oswego,36,Ozone,1,2021-03-09
Oswego,61,Ozone,1,2021-03-10
Oswego,54,Ozone,1,2021-03-11
Oswego,41,Ozone,1,2021-03-12
Oswego,39,Ozone,1,2021-03-13
Oswego,41,Ozone,1,2021-03-14
Oswego,39,Ozone,1,2021-03-15
Oswego,32,Ozone,1,2021-03-16
Oswego,34,Ozone,1,2021-03-17
Oswego,37,Ozone,1,2021-03-18
Oswego,40,Ozone,1,2021-03-19
Oswego,44,Ozone,1,2021-03-20
Oswego,45,Ozone,1,2021-03-21
Oswego,51,Ozone,1,2021-03-22
Oswego,51,Ozone,1,2021-03-23
Oswego,31,Ozone,1,2021-03-24
Oswego,44,Ozone,1,2021-03-25
Oswego,31,Ozone,1,2021-03-26
Oswego,31,Ozone,1,2021-03-27
Oswego,36,Ozone,1,2021-03-28
Oswego,41,Ozone,1,2021-03-29
Oswego,49,Ozone,1,2021-03-30
Putnam,29,Ozone,1,2021-01-01
Putnam,31,Ozone,1,2021-01-02
Putnam,26,Ozone,1,2021-01-03
Putnam,24,Ozone,1,2021-01-04
Putnam,27,Ozone,1,2021-01-05
Putnam,30,Ozone,1,2021-01-06
Putnam,32,Ozone,1,2021-01-07
Putnam,28,Ozone,1,2021-01-08
Putnam,36,Ozone,1,2021-01-09
Putnam,32,Ozone,1,2021-01-10
Putnam,25,Ozone,1,2021-01-11
Putnam,25,Ozone,1,2021-01-12
Putnam,17,Ozone,1,2021-01-13
Putnam,18,Ozone,1,2021-01-14
Putnam,30,Ozone,1,2021-01-15
Putnam,29,Ozone,1,2021-01-16
Putnam,29,Ozone,1,2021-01-17
Putnam,29,Ozone,1,2021-01-18
Putnam,28,Ozone,1,2021-01-19
Putnam,33,Ozone,1,2021-01-20
Putnam,26,Ozone,1,2021-01-21
Putnam,32,Ozone,1,2021-01-22
Putnam,34,Ozone,1,2021-01-23
Putnam,37,Ozone,1,2021-01-24
Putnam,35,Ozone,1,2021-01-25
Putnam,30,Ozone,1,2021-01-26
Putnam,35,Ozone,1,2021-01-27
Putnam,36,Ozone,1,2021-01-28
Putnam,36,Ozone,1,2021-01-29
Putnam,36,Ozone,1,2021-01-30
Putnam,31,Ozone,1,2021-01-31
Putnam,36,Ozone,1,2021-02-01
Putnam,35,Ozone,1,2021-02-02
Putnam,39,Ozone,1,2021-02-03
Putnam,42,Ozone,1,2021-02-04
Putnam,31,Ozone,1,2021-02-05
Putnam,40,Ozone,1,2021-02-06
Putnam,38,Ozone,1,2021-02-07
Putnam,36,Ozone,1,2021-02-08
Putnam,28,Ozone,1,2021-02-09
Putnam,39,Ozone,1,2021-02-10
Putnam,42,Ozone,1,2021-02-11
Putnam,37,Ozone,1,2021-02-12
Putnam,36,Ozone,1,2021-02-13
Putnam,37,Ozone,1,2021-02-14
Putnam,33,Ozone,1,2021-02-15
Putnam,33,Ozone,1,2021-02-16
Putnam,38,Ozone,1,2021-02-17
Putnam,34,Ozone,1,2021-02-18
Putnam,36,Ozone,1,2021-02-19
Putnam,42,Ozone,1,2021-02-20
Putnam,40,Ozone,1,2021-02-21
Putnam,37,Ozone,1,2021-02-22
Putnam,41,Ozone,1,2021-02-23
Putnam,42,Ozone,1,2021-02-24
Putnam,43,Ozone,1,2021-02-25
Putnam,44,Ozone,1,2021-02-26
Putnam,39,Ozone,1,2021-02-27
Putnam,36,Ozone,1,2021-02-28
Putnam,40,Ozone,1,2021-03-01
Putnam,42,Ozone,1,2021-03-02
Putnam,43,Ozone,1,2021-03-03
Putnam,41,Ozone,1,2021-03-04
Putnam,43,Ozone,1,2021-03-05
Putnam,39,Ozone,1,2021-03-06
Putnam,40,Ozone,1,2021-03-07
Putnam,44,Ozone,1,2021-03-08
Putnam,45,Ozone,1,2021-03-09
Putnam,43,Ozone,1,2021-03-10
Putnam,48,Ozone,1,2021-03-11
Putnam,44,Ozone,1,2021-03-12
Putnam,41,Ozone,1,2021-03-13
Putnam,41,Ozone,1,2021-03-14
Putnam,41,Ozone,1,2021-03-15
Putnam,33,Ozone,1,2021-03-16
Putnam,34,Ozone,1,2021-03-17
Putnam,35,Ozone,1,2021-03-18
Putnam,40,Ozone,1,2021-03-19
Putnam,42,Ozone,1,2021-03-20
Putnam,46,Ozone,1,2021-03-21
Putnam,49,Ozone,1,2021-03-22
Putnam,46,Ozone,1,2021-03-23
Putnam,37,Ozone,1,2021-03-24
Putnam,33,Ozone,1,2021-03-25
Putnam,42,Ozone,1,2021-03-26
Putnam,42,Ozone,1,2021-03-27
Putnam,36,Ozone,1,2021-03-28
Putnam,42,Ozone,1,2021-03-29
Putnam,47,Ozone,1,2021-03-30
Putnam,35,Ozone,1,2021-03-31
Queens,42,PM2.5,3,2021-01-01
Queens,35,PM2.5,3,2021-01-02
Queens,42,PM2.5,3,2021-01-03
Queens,42,PM2.5,3,2021-01-04
Queens,40,PM2.5,3,2021-01-05
Queens,43,PM2.5,3,2021-01-06
Queens,35,PM2.5,3,2021-01-07
Queens,38,PM2.5,3,2021-01-08
Queens,35,PM2.5,3,2021-01-09
Queens,44,PM2.5,3,2021-01-10
Queens,58,PM2.5,3,2021-01-11
Queens,67,PM2.5,3,2021-01-12
Queens,69,PM2.5,3,2021-01-13
Queens,74,PM2.5,2,2021-01-14
Queens,59,PM2.5,2,2021-01-15
Queens,27,PM2.5,3,2021-01-16
Queens,36,PM2.5,3,2021-01-17
Queens,39,PM2.5,3,2021-01-18
Queens,39,PM2.5,3,2021-01-19
Queens,36,PM2.5,3,2021-01-20
Queens,40,PM2.5,3,2021-01-22
Queens,31,Ozone,3,2021-01-23
Queens,32,Ozone,3,2021-01-24
Queens,44,PM2.5,3,2021-01-27
Queens,33,PM2.5,3,2021-01-28
Queens,31,Ozone,3,2021-01-29
Queens,32,PM2.5,3,2021-01-30
Queens,32,Ozone,3,2021-02-01
Queens,25,Ozone,3,2021-02-02
Queens,32,PM2.5,3,2021-02-03
Queens,51,PM2.5,3,2021-02-05
Queens,54,PM2.5,3,2021-02-09
Queens,57,PM2.5,3,2021-02-10
Queens,48,PM2.5,3,2021-02-11
Queens,35,PM2.5,3,2021-02-12
Queens,32,Ozone,3,2021-02-13
Queens,42,PM2.5,3,2021-02-14
Queens,49,PM2.5,3,2021-02-15
Queens,32,PM2.5,3,2021-02-17
Queens,28,Ozone,3,2021-02-18
Queens,46,PM2.5,3,2021-02-20
Queens,49,PM2.5,3,2021-02-21
Queens,53,PM2.5,3,2021-02-22
Queens,57,PM2.5,3,2021-02-23
Queens,38,Ozone,3,2021-02-25
Queens,38,PM2.5,3,2021-02-28
Queens,36,Ozone,3,2021-03-02
Queens,49,PM2.5,3,2021-03-03
Queens,37,Ozone,3,2021-03-05
Queens,34,Ozone,3,2021-03-06
Queens,36,Ozone,3,2021-03-07
Queens,49,PM2.5,3,2021-03-09
Queens,79,PM2.5,3,2021-03-11
Queens,43,Ozone,3,2021-03-12
Queens,38,Ozone,3,2021-03-13
Queens,40,Ozone,3,2021-03-14
Queens,36,Ozone,3,2021-03-15
Queens,32,Ozone,3,2021-03-16
Queens,37,PM2.5,3,2021-03-17
Queens,36,Ozone,3,2021-03-19
Queens,53,PM2.5,3,2021-03-22
Queens,38,Ozone,3,2021-03-23
Queens,42,PM2.5,3,2021-03-24
Queens,42,PM2.5,3,2021-03-25
Queens,42,Ozone,3,2021-03-26
Queens,43,Ozone,3,2021-03-27
Queens,36,Ozone,3,2021-03-28
Queens,38,Ozone,3,2021-03-29
Queens,39,PM2.5,3,2021-03-31
Richmond,45,PM2.5,2,2021-01-01
Richmond,34,PM2.5,2,2021-01-02
Richmond,39,PM2.5,2,2021-01-03
Richmond,35,PM2.5,2,2021-01-04
Richmond,38,PM2.5,2,2021-01-05
Richmond,33,PM2.5,2,2021-01-06
Richmond,30,PM2.5,2,2021-01-07
Richmond,36,PM2.5,2,2021-01-08
Richmond,36,PM2.5,2,2021-01-09
Richmond,43,PM2.5,2,2021-01-10
Richmond,57,PM2.5,2,2021-01-11
Richmond,63,PM2.5,2,2021-01-12
Richmond,64,PM2.5,2,2021-01-13
Richmond,71,PM2.5,2,2021-01-14
Richmond,56,PM2.5,2,2021-01-15
Richmond,20,PM2.5,2,2021-01-16
Richmond,35,PM2.5,2,2021-01-17
Richmond,35,PM2.5,2,2021-01-18
Richmond,41,PM2.5,2,2021-01-19
Richmond,34,PM2.5,2,2021-01-20
Richmond,36,PM2.5,2,2021-01-21
Richmond,40,PM2.5,2,2021-01-22
Richmond,25,PM2.5,2,2021-01-23
Richmond,20,PM2.5,2,2021-01-24
Richmond,31,PM2.5,2,2021-01-25
Richmond,34,PM2.5,2,2021-01-26
Richmond,36,PM2.5,2,2021-01-27
Richmond,23,PM2.5,2,2021-01-28
Richmond,12,PM2.5,1,2021-01-29
Richmond,25,PM2.5,2,2021-01-30
Richmond,27,PM2.5,2,2021-01-31
Richmond,20,PM2.5,2,2021-02-01
Richmond,20,PM2.5,2,2021-02-02
Richmond,22,PM2.5,2,2021-02-03
Richmond,28,PM2.5,2,2021-02-04
Richmond,40,PM2.5,2,2021-02-05
Richmond,38,PM2.5,2,2021-02-06
Richmond,43,PM2.5,2,2021-02-07
Richmond,33,PM2.5,2,2021-02-08
Richmond,56,PM2.5,2,2021-02-09
Richmond,45,PM2.5,2,2021-02-10
Richmond,36,PM2.5,2,2021-02-11
Richmond,30,PM2.5,2,2021-02-12
Richmond,30,PM2.5,2,2021-02-13
Richmond,37,PM2.5,1,2021-02-14
Richmond,35,PM2.5,1,2021-02-15
Richmond,18,PM2.5,1,2021-02-16
Richmond,24,PM2.5,1,2021-02-17
Richmond,24,PM2.5,1,2021-02-18
Richmond,40,PM2.5,1,2021-02-20
Richmond,42,PM2.5,2,2021-02-21
Richmond,29,PM2.5,2,2021-02-22
Richmond,35,PM2.5,1,2021-02-23
Richmond,25,PM2.5,1,2021-02-24
Richmond,30,PM2.5,1,2021-02-25
Richmond,26,PM2.5,1,2021-02-26
Richmond,18,PM2.5,1,2021-02-27
Richmond,34,Ozone,2,2021-02-28
Richmond,36,Ozone,2,2021-03-01
Richmond,39,Ozone,2,2021-03-02
Richmond,36,Ozone,2,2021-03-03
Richmond,34,Ozone,2,2021-03-04
Richmond,36,Ozone,2,2021-03-05
Richmond,37,Ozone,2,2021-03-06
Richmond,37,Ozone,2,2021-03-07
Richmond,42,Ozone,2,2021-03-08
Richmond,44,Ozone,2,2021-03-09
Richmond,39,Ozone,2,2021-03-10
Richmond,60,PM2.5,2,2021-03-11
Richmond,43,Ozone,2,2021-03-12
Richmond,39,Ozone,2,2021-03-13
Richmond,41,Ozone,2,2021-03-14
Richmond,39,Ozone,2,2021-03-15
Richmond,38,Ozone,2,2021-03-16
Richmond,35,Ozone,2,2021-03-17
Richmond,27,Ozone,2,2021-03-18
Richmond,33,Ozone,2,2021-03-19
Richmond,36,Ozone,2,2021-03-20
Richmond,38,PM2.5,2,2021-03-21
Richmond,43,Ozone,2,2021-03-22
Richmond,37,PM2.5,2,2021-03-23
Richmond,34,Ozone,2,2021-03-24
Richmond,23,Ozone,2,2021-03-25
Richmond,41,Ozone,2,2021-03-26
Richmond,44,Ozone,2,2021-03-27
Richmond,35,Ozone,2,2021-03-28
Richmond,37,Ozone,2,2021-03-29
Richmond,44,Ozone,2,2021-03-30
Richmond,38,Ozone,2,2021-03-31
Rockland,33,PM2.5,1,2021-01-01
Rockland,28,PM2.5,1,2021-01-02
Rockland,36,PM2.5,1,2021-01-03
Rockland,35,PM2.5,1,2021-01-04
Rockland,31,PM2.5,1,2021-01-05
Rockland,33,PM2.5,1,2021-01-06
Rockland,31,Ozone,1,2021-01-07
Rockland,28,PM2.5,1,2021-01-08
Rockland,31,Ozone,1,2021-01-09
Rockland,35,PM2.5,1,2021-01-10
Rockland,38,PM2.5,1,2021-01-11
Rockland,55,PM2.5,1,2021-01-12
Rockland,58,PM2.5,1,2021-01-13
Rockland,61,PM2.5,1,2021-01-14
Rockland,49,PM2.5,1,2021-01-15
Rockland,26,Ozone,1,2021-01-16
Rockland,32,PM2.5,1,2021-01-17
Rockland,32,PM2.5,1,2021-01-18
Rockland,32,PM2.5,1,2021-01-19
Rockland,31,Ozone,1,2021-01-20
Rockland,30,PM2.5,1,2021-01-21
Rockland,35,PM2.5,1,2021-01-22
Rockland,31,Ozone,1,2021-01-23
Rockland,34,Ozone,1,2021-01-24
Rockland,30,Ozone,1,2021-01-25
Rockland,30,PM2.5,1,2021-01-26
Rockland,31,Ozone,1,2021-01-27
Rockland,34,Ozone,1,2021-01-28
Rockland,35,Ozone,1,2021-01-29
Rockland,37,Ozone,1,2021-01-30
Rockland,30,Ozone,1,2021-01-31
Rockland,32,Ozone,1,2021-02-01
Rockland,32,Ozone,1,2021-02-02
Rockland,38,Ozone,1,2021-02-03
Rockland,41,Ozone,1,2021-02-04
Rockland,37,PM2.5,1,2021-02-05
Rockland,37,Ozone,1,2021-02-06
Rockland,36,Ozone,1,2021-02-07
Rockland,35,Ozone,1,2021-02-08
Rockland,33,PM2.5,1,2021-02-09
Rockland,39,Ozone,1,2021-02-10
Rockland,39,Ozone,1,2021-02-11
Rockland,36,Ozone,1,2021-02-12
Rockland,33,Ozone,1,2021-02-13
Rockland,34,Ozone,1,2021-02-14
Rockland,30,Ozone,1,2021-02-15
Rockland,32,Ozone,1,2021-02-16
Rockland,35,Ozone,1,2021-02-17
Rockland,32,Ozone,1,2021-02-18
Rockland,31,Ozone,1,2021-02-19
Rockland,41,Ozone,1,2021-02-20
Rockland,30,Ozone,1,2021-02-22
Rockland,37,Ozone,1,2021-02-23
Rockland,40,Ozone,1,2021-02-24
Rockland,39,Ozone,1,2021-02-25
Rockland,43,Ozone,1,2021-02-26
Rockland,32,Ozone,1,2021-02-27
Rockland,28,Ozone,1,2021-02-28
Rockland,39,Ozone,1,2021-03-01
Rockland,38,Ozone,1,2021-03-02
Rockland,42,Ozone,1,2021-03-03
Rockland,38,Ozone,1,2021-03-04
Rockland,40,Ozone,1,2021-03-05
Rockland,36,Ozone,1,2021-03-06
Rockland,39,Ozone,1,2021-03-07
Rockland,44,Ozone,1,2021-03-08
Rockland,46,Ozone,1,2021-03-09
Rockland,36,Ozone,1,2021-03-10
Rockland,58,PM2.5,1,2021-03-11
Rockland,44,Ozone,1,2021-03-12
Rockland,39,Ozone,1,2021-03-13
Rockland,40,Ozone,1,2021-03-14
Rockland,39,Ozone,1,2021-03-15
Rockland,29,Ozone,1,2021-03-16
Rockland,29,PM2.5,1,2021-03-17
Rockland,32,Ozone,1,2021-03-18
Rockland,38,Ozone,1,2021-03-19
Rockland,41,Ozone,1,2021-03-20
Rockland,45,Ozone,1,2021-03-21
Rockland,45,Ozone,1,2021-03-22
Rockland,44,Ozone,1,2021-03-23
Rockland,28,Ozone,1,2021-03-24
Rockland,31,Ozone,1,2021-03-25
Rockland,42,Ozone,1,2021-03-26
Rockland,40,Ozone,1,2021-03-27
Rockland,32,Ozone,1,2021-03-28
Rockland,39,Ozone,1,2021-03-29
Rockland,42,Ozone,1,2021-03-30
Rockland,20,PM2.5,1,2021-03-31
Saratoga,27,Ozone,1,2021-01-01
Saratoga,28,Ozone,1,2021-01-02
Saratoga,29,Ozone,1,2021-01-03
Saratoga,23,Ozone,1,2021-01-04
Saratoga,28,Ozone,1,2021-01-05
Saratoga,25,Ozone,1,2021-01-06
Saratoga,29,Ozone,1,2021-01-07
Saratoga,27,Ozone,1,2021-01-08
Saratoga,36,Ozone,1,2021-01-09
Saratoga,30,Ozone,1,2021-01-10
Saratoga,20,Ozone,1,2021-01-11
Saratoga,24,Ozone,1,2021-01-12
Saratoga,19,Ozone,1,2021-01-13
Saratoga,18,Ozone,1,2021-01-14
Saratoga,28,Ozone,1,2021-01-15
Saratoga,28,Ozone,1,2021-01-16
Saratoga,28,Ozone,1,2021-01-17
Saratoga,31,Ozone,1,2021-01-18
Saratoga,29,Ozone,1,2021-01-19
Saratoga,33,Ozone,1,2021-01-20
Saratoga,27,Ozone,1,2021-01-21
Saratoga,28,Ozone,1,2021-01-22
Saratoga,33,Ozone,1,2021-01-23
Saratoga,35,Ozone,1,2021-01-24
Saratoga,35,Ozone,1,2021-01-25
Saratoga,28,Ozone,1,2021-01-26
Saratoga,31,Ozone,1,2021-01-27
Saratoga,35,Ozone,1,2021-01-28
Saratoga,31,Ozone,1,2021-01-29
Saratoga,35,Ozone,1,2021-01-30
Saratoga,33,Ozone,1,2021-01-31
Saratoga,34,Ozone,1,2021-02-01
Saratoga,35,Ozone,1,2021-02-02
Saratoga,37,Ozone,1,2021-02-03
Saratoga,39,Ozone,1,2021-02-04
Saratoga,32,Ozone,1,2021-02-05
Saratoga,40,Ozone,1,2021-02-06
Saratoga,36,Ozone,1,2021-02-07
Saratoga,35,Ozone,1,2021-02-08
Saratoga,30,Ozone,1,2021-02-09
Saratoga,39,Ozone,1,2021-02-10
Saratoga,38,Ozone,1,2021-02-11
Saratoga,33,Ozone,1,2021-02-12
Saratoga,36,Ozone,1,2021-02-13
Saratoga,34,Ozone,1,2021-02-14
Saratoga,36,Ozone,1,2021-02-15
Saratoga,31,Ozone,1,2021-02-16
Saratoga,36,Ozone,1,2021-02-17
Saratoga,35,Ozone,1,2021-02-18
Saratoga,37,Ozone,1,2021-02-19
Saratoga,40,Ozone,1,2021-02-20
Saratoga,40,Ozone,1,2021-02-21
Saratoga,38,Ozone,1,2021-02-22
Saratoga,41,Ozone,1,2021-02-23
Saratoga,44,Ozone,1,2021-02-24
Saratoga,39,Ozone,1,2021-02-25
Saratoga,41,Ozone,1,2021-02-26
Saratoga,38,Ozone,1,2021-02-27
Saratoga,36,Ozone,1,2021-02-28
Saratoga,38,Ozone,1,2021-03-01
Saratoga,40,Ozone,1,2021-03-02
Saratoga,37,Ozone,1,2021-03-03
Saratoga,41,Ozone,1,2021-03-04
Saratoga,42,Ozone,1,2021-03-05
Saratoga,36,Ozone,1,2021-03-06
Saratoga,39,Ozone,1,2021-03-07
Saratoga,43,Ozone,1,2021-03-08
Saratoga,41,Ozone,1,2021-03-09
Saratoga,44,Ozone,1,2021-03-10
Saratoga,51,Ozone,1,2021-03-11
Saratoga,43,Ozone,1,2021-03-12
Saratoga,38,Ozone,1,2021-03-13
Saratoga,40,Ozone,1,2021-03-14
Saratoga,39,Ozone,1,2021-03-15
Saratoga,35,Ozone,1,2021-03-16
Saratoga,30,Ozone,1,2021-03-17
Saratoga,34,Ozone,1,2021-03-18
Saratoga,37,Ozone,1,2021-03-19
Saratoga,42,Ozone,1,2021-03-20
Saratoga,44,Ozone,1,2021-03-21
Saratoga,51,Ozone,1,2021-03-22
Saratoga,51,Ozone,1,2021-03-23
Saratoga,36,Ozone,1,2021-03-24
Saratoga,36,Ozone,1,2021-03-25
Saratoga,32,Ozone,1,2021-03-26
Saratoga,33,Ozone,1,2021-03-27
Saratoga,31,Ozone,1,2021-03-28
Saratoga,39,Ozone,1,2021-03-29
Saratoga,45,Ozone,1,2021-03-30
Saratoga,39,Ozone,1,2021-03-31
Steuben,26,Ozone,1,2021-01-01
Steuben,28,Ozone,1,2021-01-02
Steuben,29,Ozone,1,2021-01-03
Steuben,24,PM2.5,1,2021-01-04
Steuben,25,PM2.5,1,2021-01-05
Steuben,31,Ozone,1,2021-01-06
Steuben,31,Ozone,1,2021-01-07
Steuben,28,Ozone,1,2021-01-08
Steuben,33,Ozone,1,2021-01-09
Steuben,32,Ozone,1,2021-01-10
Steuben,39,PM2.5,1,2021-01-11
Steuben,62,PM2.5,1,2021-01-12
Steuben,55,PM2.5,1,2021-01-13
Steuben,57,PM2.5,1,2021-01-14
Steuben,58,PM2.5,1,2021-01-15
Steuben,28,Ozone,1,2021-01-16
Steuben,26,Ozone,1,2021-01-17
Steuben,23,Ozone,1,2021-01-18
Steuben,30,Ozone,1,2021-01-19
Steuben,31,Ozone,1,2021-01-20
Steuben,30,Ozone,1,2021-01-21
Steuben,30,Ozone,1,2021-01-22
Steuben,33,Ozone,1,2021-01-23
Steuben,35,Ozone,1,2021-01-24
Steuben,31,Ozone,1,2021-01-25
Steuben,27,Ozone,1,2021-01-26
Steuben,31,Ozone,1,2021-01-27
Steuben,33,Ozone,1,2021-01-28
Steuben,32,Ozone,1,2021-01-29
Steuben,36,Ozone,1,2021-01-30
Steuben,35,PM2.5,1,2021-01-31
Steuben,34,Ozone,1,2021-02-01
Steuben,34,Ozone,1,2021-02-02
Steuben,36,Ozone,1,2021-02-03
Steuben,43,Ozone,1,2021-02-04
Steuben,37,Ozone,1,2021-02-05
Steuben,38,Ozone,1,2021-02-06
Steuben,35,Ozone,1,2021-02-07
Steuben,37,Ozone,1,2021-02-08
Steuben,54,PM2.5,1,2021-02-09
Steuben,39,Ozone,1,2021-02-10
Steuben,40,PM2.5,1,2021-02-11
Steuben,32,Ozone,1,2021-02-12
