county,deaths,date
Cattaraugus,88,2021-05-22
Cayuga,92,2021-05-22
Chautauqua,141,2021-05-22
Chemung,135,2021-05-22
Chenango,76,2021-05-22
Clinton,33,2021-05-22
Columbia,103,2021-05-22
Cortland,60,2021-05-22
Delaware,37,2021-05-22
Dutchess,444,2021-05-22
Erie,1783,2021-05-22
Essex,26,2021-05-22
Franklin,12,2021-05-22
Fulton,91,2021-05-22
Genesee,123,2021-05-22
Greene,78,2021-05-22
Hamilton,2,2021-05-22
Herkimer,107,2021-05-22
Jefferson,68,2021-05-22
Kings,7265,2021-05-22
Lewis,35,2021-05-22
Livingston,59,2021-05-22
Madison,88,2021-05-22
Manhattan,3017,2021-05-22
Monroe,1090,2021-05-22
Montgomery,124,2021-05-22
Nassau,3167,2021-05-22
Niagara,365,2021-05-22
Non-NYS,240,2021-05-22
Oneida,508,2021-05-22
Onondaga,672,2021-05-22
Ontario,93,2021-05-22
Orange,717,2021-05-22
Orleans,83,2021-05-22
Oswego,90,2021-05-22
Otsego,47,2021-05-22
Putnam,91,2021-05-22
Queens,6909,2021-05-22
Rensselaer,141,2021-05-22
Richmond,1153,2021-05-22
Rockland,750,2021-05-22
Saratoga,167,2021-05-22
Schenectady,201,2021-05-22
Schoharie,17,2021-05-22
Schuyler,14,2021-05-22
Seneca,56,2021-05-22
St. Lawrence,96,2021-05-22
Statewide Total,42594,2021-05-22
Steuben,143,2021-05-22
Suffolk,3386,2021-05-22
Sullivan,72,2021-05-22
Tioga,62,2021-05-22
Tompkins,52,2021-05-22
Ulster,252,2021-05-22
Warren,57,2021-05-22
Washington,55,2021-05-22
Wayne,67,2021-05-22
Westchester,2275,2021-05-22
Wyoming,52,2021-05-22
Yates,26,2021-05-22
Albany,97,2020-05-23
Allegany,2,2020-05-23
Bronx,3176,2020-05-23
Broome,42,2020-05-23
Cattaraugus,2,2020-05-23
Cayuga,2,2020-05-23
Chautauqua,2,2020-05-23
Chemung,2,2020-05-23
Chenango,5,2020-05-23
Clinton,4,2020-05-23
Columbia,38,2020-05-23
Cortland,1,2020-05-23
Delaware,2,2020-05-23
Dutchess,137,2020-05-23
Erie,465,2020-05-23
Essex,0,2020-05-23
Franklin,0,2020-05-23
Fulton,18,2020-05-23
Genesee,4,2020-05-23
Greene,13,2020-05-23
Hamilton,1,2020-05-23
Herkimer,3,2020-05-23
Jefferson,0,2020-05-23
Kings,4819,2020-05-23
Lewis,5,2020-05-23
Livingston,3,2020-05-23
Madison,8,2020-05-23
Manhattan,1983,2020-05-23
Monroe,178,2020-05-23
Montgomery,4,2020-05-23
Nassau,2094,2020-05-23
Niagara,56,2020-05-23
Non-NYS,92,2020-05-23
Oneida,42,2020-05-23
Onondaga,103,2020-05-23
Ontario,13,2020-05-23
Orange,362,2020-05-23
Orleans,33,2020-05-23
Oswego,2,2020-05-23
Otsego,4,2020-05-23
Putnam,58,2020-05-23
Queens,4867,2020-05-23
Rensselaer,25,2020-05-23
Richmond,716,2020-05-23
Rockland,491,2020-05-23
Saratoga,14,2020-05-23
Schenectady,26,2020-05-23
Schoharie,2,2020-05-23
Schuyler,0,2020-05-23
Seneca,1,2020-05-23
St. Lawrence,2,2020-05-23
Statewide Total,23391,2020-05-23
Steuben,27,2020-05-23
Suffolk,1834,2020-05-23
Sullivan,29,2020-05-23
Tioga,18,2020-05-23
Tompkins,0,2020-05-23
Ulster,73,2020-05-23
Warren,27,2020-05-23
Washington,14,2020-05-23
Wayne,2,2020-05-23
Westchester,1337,2020-05-23
Wyoming,5,2020-05-23
Yates,6,2020-05-23
Albany,351,2021-05-23
Allegany,84,2021-05-23
Bronx,4544,2021-05-23
Broome,362,2021-05-23
Cattaraugus,89,2021-05-23
Cayuga,92,2021-05-23
Chautauqua,141,2021-05-23
Chemung,135,2021-05-23
Chenango,76,2021-05-23
Clinton,33,2021-05-23
Columbia,103,2021-05-23
Cortland,60,2021-05-23
Delaware,37,2021-05-23
Dutchess,444,2021-05-23
Erie,1786,2021-05-23
Essex,26,2021-05-23
Franklin,12,2021-05-23
Fulton,91,2021-05-23
Genesee,123,2021-05-23
Greene,78,2021-05-23
Hamilton,2,2021-05-23
Herkimer,107,2021-05-23
Jefferson,68,2021-05-23
Kings,7266,2021-05-23
Lewis,35,2021-05-23
Livingston,59,2021-05-23
Madison,88,2021-05-23
Manhattan,3017,2021-05-23
Monroe,1090,2021-05-23
Montgomery,124,2021-05-23
Nassau,3167,2021-05-23
Niagara,365,2021-05-23
Non-NYS,240,2021-05-23
Oneida,509,2021-05-23
Onondaga,672,2021-05-23
Ontario,93,2021-05-23
Orange,717,2021-05-23
Orleans,83,2021-05-23
Oswego,90,2021-05-23
Otsego,47,2021-05-23
Putnam,91,2021-05-23
Queens,6913,2021-05-23
Rensselaer,141,2021-05-23
Richmond,1153,2021-05-23
Rockland,751,2021-05-23
Saratoga,167,2021-05-23
Schenectady,201,2021-05-23
Schoharie,17,2021-05-23
Schuyler,14,2021-05-23
Seneca,56,2021-05-23
St. Lawrence,96,2021-05-23
Statewide Total,42608,2021-05-23
Steuben,143,2021-05-23
Suffolk,3388,2021-05-23
Sullivan,72,2021-05-23
Tioga,62,2021-05-23
Tompkins,52,2021-05-23
Ulster,252,2021-05-23
Warren,57,2021-05-23
Washington,55,2021-05-23
Wayne,68,2021-05-23
Westchester,2275,2021-05-23
Wyoming,52,2021-05-23
Yates,26,2021-05-23
Albany,98,2020-05-24
Allegany,2,2020-05-24
Bronx,3187,2020-05-24
Broome,44,2020-05-24
Cattaraugus,3,2020-05-24
Cayuga,2,2020-05-24
Chautauqua,2,2020-05-24
Chemung,2,2020-05-24
Chenango,5,2020-05-24
Clinton,4,2020-05-24
Columbia,38,2020-05-24
Cortland,1,2020-05-24
Delaware,2,2020-05-24
Dutchess,138,2020-05-24
Erie,471,2020-05-24
Essex,0,2020-05-24
Franklin,0,2020-05-24
Fulton,18,2020-05-24
Genesee,5,2020-05-24
Greene,13,2020-05-24
Hamilton,1,2020-05-24
Herkimer,3,2020-05-24
Jefferson,0,2020-05-24
Kings,4838,2020-05-24
Lewis,5,2020-05-24
Livingston,3,2020-05-24
Madison,8,2020-05-24
Manhattan,1987,2020-05-24
Monroe,185,2020-05-24
Montgomery,4,2020-05-24
Nassau,2103,2020-05-24
Niagara,58,2020-05-24
Non-NYS,93,2020-05-24
Oneida,42,2020-05-24
Onondaga,104,2020-05-24
Ontario,14,2020-05-24
Orange,365,2020-05-24
Orleans,33,2020-05-24
Oswego,2,2020-05-24
Otsego,4,2020-05-24
Putnam,58,2020-05-24
Queens,4878,2020-05-24
Rensselaer,25,2020-05-24
Richmond,719,2020-05-24
Rockland,491,2020-05-24
Saratoga,14,2020-05-24
Schenectady,27,2020-05-24
Schoharie,2,2020-05-24
Schuyler,0,2020-05-24
Seneca,1,2020-05-24
St. Lawrence,2,2020-05-24
Statewide Total,23488,2020-05-24
Steuben,27,2020-05-24
Suffolk,1840,2020-05-24
Sullivan,29,2020-05-24
Tioga,18,2020-05-24
Tompkins,0,2020-05-24
Ulster,73,2020-05-24
Warren,27,2020-05-24
Washington,14,2020-05-24
Wayne,2,2020-05-24
Westchester,1343,2020-05-24
Wyoming,5,2020-05-24
Yates,6,2020-05-24
Albany,351,2021-05-24
Allegany,84,2021-05-24
Bronx,4546,2021-05-24
Broome,362,2021-05-24
Cattaraugus,89,2021-05-24
Cayuga,92,2021-05-24
Chautauqua,141,2021-05-24
Chemung,135,2021-05-24
Chenango,76,2021-05-24
Clinton,33,2021-05-24
Columbia,103,2021-05-24
Cortland,60,2021-05-24
Delaware,37,2021-05-24
Dutchess,444,2021-05-24
Erie,1788,2021-05-24
Essex,26,2021-05-24
Franklin,12,2021-05-24
Fulton,91,2021-05-24
Genesee,123,2021-05-24
Greene,78,2021-05-24
Hamilton,2,2021-05-24
Herkimer,107,2021-05-24
Jefferson,68,2021-05-24
Kings,7267,2021-05-24
Lewis,35,2021-05-24
Livingston,59,2021-05-24
Madison,88,2021-05-24
Manhattan,3018,2021-05-24
Monroe,1090,2021-05-24
Montgomery,124,2021-05-24
Nassau,3167,2021-05-24
Niagara,365,2021-05-24
Non-NYS,240,2021-05-24
Oneida,509,2021-05-24
Onondaga,673,2021-05-24
Ontario,93,2021-05-24
Orange,717,2021-05-24
Orleans,83,2021-05-24
Oswego,90,2021-05-24
Otsego,47,2021-05-24
Putnam,91,2021-05-24
Queens,6916,2021-05-24
Rensselaer,141,2021-05-24
Richmond,1155,2021-05-24
Rockland,751,2021-05-24
Saratoga,167,2021-05-24
Schenectady,201,2021-05-24
Schoharie,17,2021-05-24
Schuyler,14,2021-05-24
Seneca,56,2021-05-24
St. Lawrence,96,2021-05-24
Statewide Total,42624,2021-05-24
Steuben,143,2021-05-24
Suffolk,3390,2021-05-24
Sullivan,72,2021-05-24
Tioga,62,2021-05-24
Tompkins,52,2021-05-24
Ulster,252,2021-05-24
Warren,57,2021-05-24
Washington,55,2021-05-24
Wayne,68,2021-05-24
Westchester,2277,2021-05-24
Wyoming,52,2021-05-24
Yates,26,2021-05-24
Albany,98,2020-05-25
Allegany,2,2020-05-25
Bronx,3194,2020-05-25
Broome,45,2020-05-25
Cattaraugus,3,2020-05-25
Cayuga,2,2020-05-25
Chautauqua,2,2020-05-25
Chemung,2,2020-05-25
Chenango,5,2020-05-25
Clinton,4,2020-05-25
Columbia,38,2020-05-25
Cortland,1,2020-05-25
Delaware,2,2020-05-25
Dutchess,138,2020-05-25
Erie,479,2020-05-25
Essex,0,2020-05-25
Franklin,0,2020-05-25
Fulton,19,2020-05-25
Genesee,5,2020-05-25
Greene,13,2020-05-25
Hamilton,1,2020-05-25
Herkimer,3,2020-05-25
Jefferson,0,2020-05-25
Kings,4846,2020-05-25
Lewis,5,2020-05-25
Livingston,3,2020-05-25
Madison,8,2020-05-25
Manhattan,1991,2020-05-25
Monroe,186,2020-05-25
Montgomery,4,2020-05-25
Nassau,2108,2020-05-25
Niagara,59,2020-05-25
Non-NYS,93,2020-05-25
Oneida,45,2020-05-25
Onondaga,109,2020-05-25
Ontario,16,2020-05-25
Orange,370,2020-05-25
Orleans,34,2020-05-25
Oswego,2,2020-05-25
Otsego,4,2020-05-25
Putnam,58,2020-05-25
Queens,4886,2020-05-25
Rensselaer,25,2020-05-25
Richmond,720,2020-05-25
Rockland,492,2020-05-25
Saratoga,14,2020-05-25
Schenectady,27,2020-05-25
Schoharie,2,2020-05-25
Schuyler,0,2020-05-25
Seneca,1,2020-05-25
St. Lawrence,2,2020-05-25
Statewide Total,23564,2020-05-25
Steuben,27,2020-05-25
Suffolk,1851,2020-05-25
Sullivan,30,2020-05-25
Tioga,18,2020-05-25
Tompkins,0,2020-05-25
Ulster,73,2020-05-25
Warren,27,2020-05-25
Washington,14,2020-05-25
Wayne,2,2020-05-25
Westchester,1345,2020-05-25
Wyoming,5,2020-05-25
Yates,6,2020-05-25
Albany,352,2021-05-25
Allegany,86,2021-05-25
Bronx,4547,2021-05-25
Broome,362,2021-05-25
Cattaraugus,89,2021-05-25
Cayuga,92,2021-05-25
Chautauqua,142,2021-05-25
Chemung,135,2021-05-25
Chenango,76,2021-05-25
Clinton,33,2021-05-25
Columbia,103,2021-05-25
Cortland,60,2021-05-25
Delaware,37,2021-05-25
Dutchess,444,2021-05-25
Erie,1788,2021-05-25
Essex,26,2021-05-25
Franklin,12,2021-05-25
Fulton,91,2021-05-25
Genesee,123,2021-05-25
Greene,78,2021-05-25
Hamilton,2,2021-05-25
Herkimer,107,2021-05-25
Jefferson,68,2021-05-25
Kings,7269,2021-05-25
Lewis,36,2021-05-25
Livingston,59,2021-05-25
Madison,88,2021-05-25
Manhattan,3019,2021-05-25
Monroe,1093,2021-05-25
Montgomery,124,2021-05-25
Nassau,3167,2021-05-25
Niagara,366,2021-05-25
Non-NYS,241,2021-05-25
Oneida,509,2021-05-25
Onondaga,674,2021-05-25
Ontario,93,2021-05-25
Orange,717,2021-05-25
Orleans,83,2021-05-25
Oswego,90,2021-05-25
Otsego,47,2021-05-25
Putnam,91,2021-05-25
Queens,6916,2021-05-25
Rensselaer,141,2021-05-25
Richmond,1155,2021-05-25
Rockland,751,2021-05-25
Saratoga,167,2021-05-25
Schenectady,201,2021-05-25
Schoharie,17,2021-05-25
Schuyler,14,2021-05-25
Seneca,56,2021-05-25
St. Lawrence,96,2021-05-25
Statewide Total,42642,2021-05-25
Steuben,143,2021-05-25
Suffolk,3390,2021-05-25
Sullivan,73,2021-05-25
Tioga,62,2021-05-25
Tompkins,52,2021-05-25
Ulster,254,2021-05-25
Warren,57,2021-05-25
Washington,55,2021-05-25
Wayne,68,2021-05-25
Westchester,2277,2021-05-25
Wyoming,52,2021-05-25
Yates,26,2021-05-25
Albany,98,2020-05-26
Allegany,2,2020-05-26
Bronx,3198,2020-05-26
Broome,46,2020-05-26
Cattaraugus,3,2020-05-26
Cayuga,2,2020-05-26
Chautauqua,2,2020-05-26
Chemung,2,2020-05-26
Chenango,5,2020-05-26
Clinton,4,2020-05-26
Columbia,39,2020-05-26
Cortland,1,2020-05-26
Delaware,2,2020-05-26
Dutchess,139,2020-05-26
Erie,485,2020-05-26
Essex,0,2020-05-26
Franklin,0,2020-05-26
Fulton,19,2020-05-26
Genesee,5,2020-05-26
Greene,13,2020-05-26
Hamilton,1,2020-05-26
Herkimer,3,2020-05-26
Jefferson,0,2020-05-26
Kings,4854,2020-05-26
Lewis,5,2020-05-26
Livingston,3,2020-05-26
Madison,8,2020-05-26
Manhattan,1999,2020-05-26
Monroe,193,2020-05-26
Montgomery,4,2020-05-26
Nassau,2111,2020-05-26
Niagara,63,2020-05-26
Non-NYS,94,2020-05-26
Oneida,47,2020-05-26
Onondaga,112,2020-05-26
Ontario,18,2020-05-26
Orange,371,2020-05-26
Orleans,34,2020-05-26
Oswego,2,2020-05-26
Otsego,4,2020-05-26
Putnam,58,2020-05-26
Queens,4893,2020-05-26
Rensselaer,25,2020-05-26
Richmond,722,2020-05-26
Rockland,492,2020-05-26
Saratoga,14,2020-05-26
Schenectady,27,2020-05-26
Schoharie,2,2020-05-26
Schuyler,0,2020-05-26
Seneca,1,2020-05-26
St. Lawrence,2,2020-05-26
Statewide Total,23643,2020-05-26
Steuben,27,2020-05-26
Suffolk,1861,2020-05-26
Sullivan,30,2020-05-26
Tioga,18,2020-05-26
Tompkins,0,2020-05-26
Ulster,74,2020-05-26
Warren,27,2020-05-26
Washington,14,2020-05-26
Wayne,2,2020-05-26
Westchester,1352,2020-05-26
Wyoming,5,2020-05-26
Yates,6,2020-05-26
Albany,352,2021-05-26
Allegany,86,2021-05-26
Bronx,4548,2021-05-26
Broome,363,2021-05-26
Cattaraugus,89,2021-05-26
Cayuga,92,2021-05-26
Chautauqua,142,2021-05-26
Chemung,135,2021-05-26
Chenango,76,2021-05-26
Clinton,33,2021-05-26
Columbia,103,2021-05-26
Cortland,60,2021-05-26
Delaware,37,2021-05-26
Dutchess,444,2021-05-26
Erie,1788,2021-05-26
Essex,26,2021-05-26
Franklin,12,2021-05-26
Fulton,91,2021-05-26
Genesee,123,2021-05-26
Greene,78,2021-05-26
Hamilton,2,2021-05-26
Herkimer,107,2021-05-26
Jefferson,68,2021-05-26
Kings,7270,2021-05-26
Lewis,36,2021-05-26
Livingston,59,2021-05-26
Madison,89,2021-05-26
Manhattan,3019,2021-05-26
Monroe,1094,2021-05-26
Montgomery,124,2021-05-26
Nassau,3167,2021-05-26
Niagara,366,2021-05-26
Non-NYS,241,2021-05-26
Oneida,510,2021-05-26
Onondaga,674,2021-05-26
Ontario,93,2021-05-26
Orange,717,2021-05-26
Orleans,83,2021-05-26
Oswego,90,2021-05-26
Otsego,47,2021-05-26
Putnam,91,2021-05-26
Queens,6919,2021-05-26
Rensselaer,141,2021-05-26
Richmond,1155,2021-05-26
Rockland,751,2021-05-26
Saratoga,167,2021-05-26
Schenectady,202,2021-05-26
Schoharie,17,2021-05-26
Schuyler,14,2021-05-26
Seneca,56,2021-05-26
St. Lawrence,96,2021-05-26
Statewide Total,42653,2021-05-26
Steuben,143,2021-05-26
Suffolk,3390,2021-05-26
Sullivan,73,2021-05-26
Tioga,62,2021-05-26
Tompkins,52,2021-05-26
Ulster,254,2021-05-26
Warren,57,2021-05-26
Washington,55,2021-05-26
Wayne,68,2021-05-26
Westchester,2278,2021-05-26
Wyoming,52,2021-05-26
Yates,26,2021-05-26
Albany,99,2020-05-27
Allegany,2,2020-05-27
Bronx,3206,2020-05-27
Broome,46,2020-05-27
Cattaraugus,3,2020-05-27
Cayuga,2,2020-05-27
Chautauqua,2,2020-05-27
Chemung,2,2020-05-27
Chenango,5,2020-05-27
Clinton,4,2020-05-27
Columbia,39,2020-05-27
Cortland,1,2020-05-27
Delaware,2,2020-05-27
Dutchess,139,2020-05-27
Erie,494,2020-05-27
Essex,0,2020-05-27
Franklin,0,2020-05-27
Fulton,19,2020-05-27
Genesee,5,2020-05-27
Greene,13,2020-05-27
Hamilton,1,2020-05-27
Herkimer,3,2020-05-27
Jefferson,0,2020-05-27
Kings,4862,2020-05-27
Lewis,5,2020-05-27
Livingston,3,2020-05-27
Madison,8,2020-05-27
Manhattan,2002,2020-05-27
Monroe,195,2020-05-27
Montgomery,4,2020-05-27
Nassau,2114,2020-05-27
Niagara,65,2020-05-27
Non-NYS,94,2020-05-27
Oneida,52,2020-05-27
Onondaga,114,2020-05-27
Ontario,18,2020-05-27
Orange,374,2020-05-27
Orleans,35,2020-05-27
Oswego,2,2020-05-27
Otsego,4,2020-05-27
Putnam,59,2020-05-27
Queens,4905,2020-05-27
Rensselaer,25,2020-05-27
Richmond,724,2020-05-27
Rockland,494,2020-05-27
Saratoga,14,2020-05-27
Schenectady,27,2020-05-27
Schoharie,2,2020-05-27
Schuyler,0,2020-05-27
Seneca,1,2020-05-27
St. Lawrence,2,2020-05-27
Statewide Total,23722,2020-05-27
Steuben,27,2020-05-27
Suffolk,1871,2020-05-27
Sullivan,30,2020-05-27
Tioga,18,2020-05-27
Tompkins,0,2020-05-27
Ulster,74,2020-05-27
Warren,27,2020-05-27
Washington,14,2020-05-27
Wayne,2,2020-05-27
Westchester,1357,2020-05-27
Wyoming,5,2020-05-27
Yates,6,2020-05-27
Albany,352,2021-05-27
Allegany,86,2021-05-27
Bronx,4548,2021-05-27
Broome,363,2021-05-27
Cattaraugus,89,2021-05-27
Cayuga,92,2021-05-27
Chautauqua,143,2021-05-27
Chemung,135,2021-05-27
Chenango,76,2021-05-27
Clinton,33,2021-05-27
Columbia,104,2021-05-27
Cortland,60,2021-05-27
Delaware,37,2021-05-27
Dutchess,444,2021-05-27
Erie,1789,2021-05-27
Essex,26,2021-05-27
Franklin,12,2021-05-27
Fulton,91,2021-05-27
Genesee,124,2021-05-27
Greene,78,2021-05-27
Hamilton,2,2021-05-27
Herkimer,107,2021-05-27
Jefferson,68,2021-05-27
Kings,7270,2021-05-27
Lewis,36,2021-05-27
Livingston,59,2021-05-27
Madison,89,2021-05-27
Manhattan,3019,2021-05-27
Monroe,1096,2021-05-27
Montgomery,124,2021-05-27
Nassau,3168,2021-05-27
Niagara,368,2021-05-27
Non-NYS,242,2021-05-27
Oneida,510,2021-05-27
Onondaga,674,2021-05-27
Ontario,93,2021-05-27
Orange,717,2021-05-27
Orleans,83,2021-05-27
Oswego,90,2021-05-27
Otsego,47,2021-05-27
Putnam,91,2021-05-27
Queens,6919,2021-05-27
Rensselaer,141,2021-05-27
Richmond,1156,2021-05-27
Rockland,751,2021-05-27
Saratoga,167,2021-05-27
Schenectady,202,2021-05-27
Schoharie,17,2021-05-27
Schuyler,14,2021-05-27
Seneca,56,2021-05-27
St. Lawrence,96,2021-05-27
Statewide Total,42665,2021-05-27
Steuben,143,2021-05-27
Suffolk,3390,2021-05-27
Sullivan,73,2021-05-27
Tioga,62,2021-05-27
Tompkins,52,2021-05-27
Ulster,254,2021-05-27
Warren,57,2021-05-27
Washington,55,2021-05-27
Wayne,68,2021-05-27
Westchester,2279,2021-05-27
Wyoming,52,2021-05-27
Yates,26,2021-05-27
Albany,99,2020-05-28
Allegany,2,2020-05-28
Bronx,3211,2020-05-28
Broome,47,2020-05-28
Cattaraugus,3,2020-05-28
Cayuga,2,2020-05-28
Chautauqua,2,2020-05-28
Chemung,2,2020-05-28
Chenango,5,2020-05-28
Clinton,4,2020-05-28
Columbia,39,2020-05-28
Cortland,1,2020-05-28
Delaware,2,2020-05-28
Dutchess,139,2020-05-28
Erie,497,2020-05-28
Essex,0,2020-05-28
Franklin,0,2020-05-28
Fulton,19,2020-05-28
Genesee,5,2020-05-28
Greene,13,2020-05-28
Hamilton,1,2020-05-28
Herkimer,3,2020-05-28
Jefferson,0,2020-05-28
Kings,4872,2020-05-28
Lewis,5,2020-05-28
Livingston,3,2020-05-28
Madison,8,2020-05-28
Manhattan,2008,2020-05-28
Monroe,198,2020-05-28
Montgomery,4,2020-05-28
Nassau,2118,2020-05-28
Niagara,65,2020-05-28
Non-NYS,98,2020-05-28
Oneida,54,2020-05-28
Onondaga,117,2020-05-28
Ontario,19,2020-05-28
Orange,374,2020-05-28
Orleans,35,2020-05-28
Oswego,2,2020-05-28
Otsego,4,2020-05-28
Putnam,60,2020-05-28
Queens,4907,2020-05-28
Rensselaer,25,2020-05-28
Richmond,724,2020-05-28
Rockland,494,2020-05-28
Saratoga,14,2020-05-28
Schenectady,28,2020-05-28
Schoharie,2,2020-05-28
Schuyler,0,2020-05-28
Seneca,1,2020-05-28
St. Lawrence,2,2020-05-28
Statewide Total,23780,2020-05-28
Steuben,27,2020-05-28
Suffolk,1879,2020-05-28
Sullivan,31,2020-05-28
Tioga,17,2020-05-28
Tompkins,0,2020-05-28
Ulster,75,2020-05-28
Warren,28,2020-05-28
Washington,14,2020-05-28
Wayne,2,2020-05-28
Westchester,1359,2020-05-28
Wyoming,5,2020-05-28
Yates,6,2020-05-28
Albany,353,2021-05-28
Allegany,86,2021-05-28
Bronx,4549,2021-05-28
Broome,363,2021-05-28
Cattaraugus,89,2021-05-28
Cayuga,92,2021-05-28
Chautauqua,143,2021-05-28
Chemung,135,2021-05-28
Chenango,76,2021-05-28
Clinton,33,2021-05-28
Columbia,104,2021-05-28
Cortland,60,2021-05-28
Delaware,37,2021-05-28
Dutchess,444,2021-05-28
Erie,1789,2021-05-28
Essex,26,2021-05-28
Franklin,12,2021-05-28
Fulton,91,2021-05-28
Genesee,124,2021-05-28
Greene,78,2021-05-28
Hamilton,2,2021-05-28
Herkimer,107,2021-05-28
Jefferson,68,2021-05-28
Kings,7273,2021-05-28
Lewis,36,2021-05-28
Livingston,59,2021-05-28
Madison,89,2021-05-28
Manhattan,3020,2021-05-28
Monroe,1096,2021-05-28
Montgomery,124,2021-05-28
Nassau,3168,2021-05-28
Niagara,368,2021-05-28
Non-NYS,242,2021-05-28
Oneida,510,2021-05-28
Onondaga,675,2021-05-28
Ontario,93,2021-05-28
Orange,717,2021-05-28
Orleans,83,2021-05-28
Oswego,91,2021-05-28
Otsego,47,2021-05-28
Putnam,91,2021-05-28
Queens,6919,2021-05-28
Rensselaer,141,2021-05-28
Richmond,1157,2021-05-28
Rockland,751,2021-05-28
Saratoga,167,2021-05-28
Schenectady,202,2021-05-28
Schoharie,17,2021-05-28
Schuyler,14,2021-05-28
Seneca,56,2021-05-28
St. Lawrence,96,2021-05-28
Statewide Total,42677,2021-05-28
Steuben,143,2021-05-28
Suffolk,3390,2021-05-28
Sullivan,74,2021-05-28
Tioga,62,2021-05-28
Tompkins,52,2021-05-28
Ulster,254,2021-05-28
Warren,57,2021-05-28
Washington,55,2021-05-28
Wayne,68,2021-05-28
Westchester,2281,2021-05-28
Wyoming,52,2021-05-28
Yates,26,2021-05-28
Albany,99,2020-05-29
Allegany,2,2020-05-29
Bronx,3219,2020-05-29
Broome,49,2020-05-29
Cattaraugus,3,2020-05-29
Cayuga,2,2020-05-29
Chautauqua,2,2020-05-29
Chemung,2,2020-05-29
Chenango,5,2020-05-29
Clinton,4,2020-05-29
Columbia,39,2020-05-29
Cortland,1,2020-05-29
Delaware,2,2020-05-29
Dutchess,142,2020-05-29
Erie,501,2020-05-29
Essex,0,2020-05-29
Franklin,0,2020-05-29
Fulton,19,2020-05-29
Genesee,5,2020-05-29
Greene,13,2020-05-29
Hamilton,1,2020-05-29
Herkimer,3,2020-05-29
Jefferson,0,2020-05-29
Kings,4881,2020-05-29
Lewis,5,2020-05-29
Livingston,3,2020-05-29
Madison,8,2020-05-29
Manhattan,2011,2020-05-29
Monroe,201,2020-05-29
Montgomery,4,2020-05-29
Nassau,2121,2020-05-29
Niagara,66,2020-05-29
Non-NYS,98,2020-05-29
Oneida,54,2020-05-29
Onondaga,119,2020-05-29
Ontario,19,2020-05-29
Orange,374,2020-05-29
Orleans,38,2020-05-29
Oswego,2,2020-05-29
Otsego,4,2020-05-29
Putnam,60,2020-05-29
Queens,4912,2020-05-29
Rensselaer,25,2020-05-29
Richmond,725,2020-05-29
Rockland,494,2020-05-29
Saratoga,14,2020-05-29
Schenectady,28,2020-05-29
Schoharie,2,2020-05-29
Schuyler,0,2020-05-29
Seneca,1,2020-05-29
St. Lawrence,2,2020-05-29
Statewide Total,23848,2020-05-29
Steuben,28,2020-05-29
Suffolk,1892,2020-05-29
Sullivan,31,2020-05-29
Tioga,17,2020-05-29
Tompkins,0,2020-05-29
Ulster,77,2020-05-29
Warren,28,2020-05-29
Washington,14,2020-05-29
Wayne,2,2020-05-29
Westchester,1364,2020-05-29
Wyoming,5,2020-05-29
Yates,6,2020-05-29
Albany,353,2021-05-29
Allegany,86,2021-05-29
Bronx,4550,2021-05-29
Broome,363,2021-05-29
Cattaraugus,89,2021-05-29
Cayuga,92,2021-05-29
Chautauqua,143,2021-05-29
Chemung,135,2021-05-29
Chenango,76,2021-05-29
Clinton,33,2021-05-29
Columbia,104,2021-05-29
Cortland,60,2021-05-29
Delaware,37,2021-05-29
Dutchess,444,2021-05-29
Erie,1789,2021-05-29
Essex,26,2021-05-29
Franklin,12,2021-05-29
Fulton,91,2021-05-29
Genesee,124,2021-05-29
Greene,78,2021-05-29
Hamilton,2,2021-05-29
Herkimer,107,2021-05-29
Jefferson,68,2021-05-29
Kings,7275,2021-05-29
Lewis,36,2021-05-29
Livingston,60,2021-05-29
Madison,89,2021-05-29
Manhattan,3021,2021-05-29
Monroe,1097,2021-05-29
Montgomery,124,2021-05-29
Nassau,3168,2021-05-29
Niagara,370,2021-05-29
Non-NYS,243,2021-05-29
Oneida,511,2021-05-29
Onondaga,675,2021-05-29
Ontario,93,2021-05-29
Orange,717,2021-05-29
Orleans,83,2021-05-29
Oswego,91,2021-05-29
Otsego,47,2021-05-29
Putnam,91,2021-05-29
Queens,6921,2021-05-29
Rensselaer,141,2021-05-29
Richmond,1159,2021-05-29
Rockland,752,2021-05-29
Saratoga,167,2021-05-29
Schenectady,202,2021-05-29
Schoharie,17,2021-05-29
Schuyler,14,2021-05-29
Seneca,56,2021-05-29
St. Lawrence,96,2021-05-29
Statewide Total,42696,2021-05-29
Steuben,143,2021-05-29
Suffolk,3391,2021-05-29
Sullivan,74,2021-05-29
Tioga,62,2021-05-29
Tompkins,52,2021-05-29
Ulster,255,2021-05-29
Warren,57,2021-05-29
Washington,55,2021-05-29
Wayne,68,2021-05-29
Westchester,2283,2021-05-29
Wyoming,52,2021-05-29
Yates,26,2021-05-29
Albany,99,2020-05-30
Allegany,2,2020-05-30
Bronx,3224,2020-05-30
Broome,50,2020-05-30
Cattaraugus,4,2020-05-30
Cayuga,2,2020-05-30
Chautauqua,2,2020-05-30
Chemung,2,2020-05-30
Chenango,5,2020-05-30
Clinton,4,2020-05-30
Columbia,40,2020-05-30
Cortland,1,2020-05-30
Delaware,2,2020-05-30
