Report Date,County,Place of Fatality,Deaths by County of Residence
9/28/20,Queens,4086,5114
9/28/20,Rensselaer,47,42
9/28/20,Richmond,753,755
9/28/20,Rockland,472,509
9/28/20,Saratoga,5,15
9/28/20,Schenectady,45,46
9/28/20,Schoharie,0,2
9/28/20,Schuyler,0,0
9/28/20,Seneca,0,1
9/28/20,St. Lawrence,4,4
9/28/20,Statewide Total,25470,25470
9/28/20,Steuben,33,43
9/28/20,Suffolk,2060,2014
9/28/20,Sullivan,32,37
9/28/20,Tioga,19,21
9/28/20,Tompkins,2,0
9/28/20,Ulster,52,84
9/28/20,Warren,31,30
9/28/20,Washington,11,14
9/28/20,Wayne,1,3
9/28/20,Westchester,1588,1456
9/28/20,Wyoming,3,5
9/28/20,Yates,6,6
9/29/20,Albany,178,123
9/29/20,Allegany,0,4
9/29/20,Bronx,3097,3381
9/29/20,Broome,92,85
9/29/20,Cattaraugus,8,8
9/29/20,Cayuga,1,2
9/29/20,Chautauqua,5,4
9/29/20,Chemung,8,5
9/29/20,Chenango,3,6
9/29/20,Clinton,6,5
9/29/20,Columbia,43,47
9/29/20,Cortland,0,1
9/29/20,Delaware,0,5
9/29/20,Dutchess,163,156
9/29/20,Erie,654,625
9/29/20,Essex,13,14
9/29/20,Franklin,1,1
9/29/20,Fulton,20,28
9/29/20,Genesee,6,6
9/29/20,Greene,5,14
9/29/20,Hamilton,0,1
9/29/20,Herkimer,8,10
9/29/20,Jefferson,1,1
9/29/20,Kings,4576,5075
9/29/20,Lewis,0,5
9/29/20,Livingston,6,6
9/29/20,Madison,6,9
9/29/20,Manhattan,3394,2111
9/29/20,Monroe,278,260
9/29/20,Montgomery,8,9
9/29/20,Nassau,2716,2201
9/29/20,Niagara,68,89
9/29/20,Non-NYS,0,107
9/29/20,Oneida,116,123
9/29/20,Onondaga,199,182
9/29/20,Ontario,26,28
9/29/20,Orange,412,413
9/29/20,Orleans,41,55
9/29/20,Oswego,0,3
9/29/20,Otsego,6,4
9/29/20,Putnam,62,63
9/29/20,Queens,4088,5116
9/29/20,Rensselaer,47,42
9/29/20,Richmond,753,755
9/29/20,Rockland,472,509
9/29/20,Saratoga,5,15
9/29/20,Schenectady,45,46
9/29/20,Schoharie,0,2
9/29/20,Schuyler,0,0
9/29/20,Seneca,0,1
9/29/20,St. Lawrence,4,4
9/29/20,Statewide Total,25479,25479
9/29/20,Steuben,33,43
9/29/20,Suffolk,2061,2015
9/29/20,Sullivan,32,37
9/29/20,Tioga,19,21
9/29/20,Tompkins,2,0
9/29/20,Ulster,52,84
9/29/20,Warren,31,30
9/29/20,Washington,11,14
9/29/20,Wayne,1,3
9/29/20,Westchester,1588,1456
9/29/20,Wyoming,3,5
9/29/20,Yates,6,6
9/30/20,Albany,178,123
9/30/20,Allegany,0,4
9/30/20,Bronx,3099,3385
9/30/20,Broome,93,85
9/30/20,Cattaraugus,8,8
9/30/20,Cayuga,1,2
9/30/20,Chautauqua,5,4
9/30/20,Chemung,8,5
9/30/20,Chenango,3,6
9/30/20,Clinton,6,5
9/30/20,Columbia,43,47
9/30/20,Cortland,0,1
9/30/20,Delaware,0,5
9/30/20,Dutchess,164,157
9/30/20,Erie,656,627
9/30/20,Essex,13,14
9/30/20,Franklin,1,1
9/30/20,Fulton,20,28
9/30/20,Genesee,6,6
9/30/20,Greene,5,14
9/30/20,Hamilton,0,1
9/30/20,Herkimer,8,10
9/30/20,Jefferson,1,1
9/30/20,Kings,4576,5075
9/30/20,Lewis,0,5
9/30/20,Livingston,6,6
9/30/20,Madison,6,9
9/30/20,Manhattan,3395,2111
9/30/20,Monroe,278,260
9/30/20,Montgomery,8,9
9/30/20,Nassau,2717,2202
9/30/20,Niagara,68,89
9/30/20,Non-NYS,0,107
9/30/20,Oneida,116,123
9/30/20,Onondaga,199,182
9/30/20,Ontario,26,28
9/30/20,Orange,412,413
9/30/20,Orleans,41,55
9/30/20,Oswego,0,3
9/30/20,Otsego,6,4
9/30/20,Putnam,62,63
9/30/20,Queens,4090,5118
9/30/20,Rensselaer,47,42
9/30/20,Richmond,753,755
9/30/20,Rockland,472,509
9/30/20,Saratoga,5,15
9/30/20,Schenectady,45,46
9/30/20,Schoharie,0,2
9/30/20,Schuyler,0,0
9/30/20,Seneca,0,1
9/30/20,St. Lawrence,4,4
9/30/20,Statewide Total,25490,25490
9/30/20,Steuben,33,43
9/30/20,Suffolk,2061,2015
9/30/20,Sullivan,32,37
9/30/20,Tioga,19,22
9/30/20,Tompkins,2,0
9/30/20,Ulster,52,84
9/30/20,Warren,31,30
9/30/20,Washington,11,14
9/30/20,Wayne,1,3
9/30/20,Westchester,1589,1456
9/30/20,Wyoming,3,5
9/30/20,Yates,6,6
10/1/20,Albany,179,123
10/1/20,Allegany,0,4
10/1/20,Bronx,3099,3385
10/1/20,Broome,93,85
10/1/20,Cattaraugus,9,9
10/1/20,Cayuga,1,2
10/1/20,Chautauqua,5,4
10/1/20,Chemung,8,5
10/1/20,Chenango,3,6
10/1/20,Clinton,6,5
10/1/20,Columbia,43,47
10/1/20,Cortland,0,1
10/1/20,Delaware,0,5
10/1/20,Dutchess,164,157
10/1/20,Erie,656,627
10/1/20,Essex,13,14
10/1/20,Franklin,1,1
10/1/20,Fulton,20,28
10/1/20,Genesee,6,6
10/1/20,Greene,5,15
10/1/20,Hamilton,0,1
10/1/20,Herkimer,8,10
10/1/20,Jefferson,1,1
10/1/20,Kings,4579,5078
10/1/20,Lewis,0,5
10/1/20,Livingston,6,6
10/1/20,Madison,6,9
10/1/20,Manhattan,3395,2111
10/1/20,Monroe,278,260
10/1/20,Montgomery,8,9
10/1/20,Nassau,2717,2202
10/1/20,Niagara,68,89
10/1/20,Non-NYS,0,107
10/1/20,Oneida,116,123
10/1/20,Onondaga,199,182
10/1/20,Ontario,26,28
10/1/20,Orange,412,413
10/1/20,Orleans,41,55
10/1/20,Oswego,0,3
10/1/20,Otsego,6,4
10/1/20,Putnam,62,63
10/1/20,Queens,4090,5118
10/1/20,Rensselaer,47,42
10/1/20,Richmond,753,755
10/1/20,Rockland,472,509
10/1/20,Saratoga,5,15
10/1/20,Schenectady,45,46
10/1/20,Schoharie,0,2
10/1/20,Schuyler,0,0
10/1/20,Seneca,0,1
10/1/20,St. Lawrence,4,4
10/1/20,Statewide Total,25497,25497
10/1/20,Steuben,35,44
10/1/20,Suffolk,2061,2015
10/1/20,Sullivan,32,37
10/1/20,Tioga,19,23
10/1/20,Tompkins,2,0
10/1/20,Ulster,52,84
10/1/20,Warren,31,30
10/1/20,Washington,11,14
10/1/20,Wayne,1,3
10/1/20,Westchester,1589,1456
10/1/20,Wyoming,3,5
10/1/20,Yates,6,6
10/2/20,Albany,179,123
10/2/20,Allegany,0,4
10/2/20,Bronx,3099,3385
10/2/20,Broome,93,85
10/2/20,Cattaraugus,9,9
10/2/20,Cayuga,1,2
10/2/20,Chautauqua,5,4
10/2/20,Chemung,8,5
10/2/20,Chenango,3,6
10/2/20,Clinton,6,5
10/2/20,Columbia,43,47
10/2/20,Cortland,0,1
10/2/20,Delaware,0,5
10/2/20,Dutchess,164,158
10/2/20,Erie,658,629
10/2/20,Essex,13,14
10/2/20,Franklin,1,1
10/2/20,Fulton,20,28
10/2/20,Genesee,6,6
10/2/20,Greene,5,15
10/2/20,Hamilton,0,1
10/2/20,Herkimer,8,10
10/2/20,Jefferson,1,1
10/2/20,Kings,4579,5078
10/2/20,Lewis,0,5
10/2/20,Livingston,6,6
10/2/20,Madison,6,9
10/2/20,Manhattan,3395,2111
10/2/20,Monroe,278,260
10/2/20,Montgomery,8,9
10/2/20,Nassau,2718,2203
10/2/20,Niagara,68,89
10/2/20,Non-NYS,0,107
10/2/20,Oneida,116,123
10/2/20,Onondaga,199,182
10/2/20,Ontario,26,28
10/2/20,Orange,413,413
10/2/20,Orleans,41,55
10/2/20,Oswego,0,3
10/2/20,Otsego,6,4
10/2/20,Putnam,62,63
10/2/20,Queens,4091,5119
10/2/20,Rensselaer,47,42
10/2/20,Richmond,753,755
10/2/20,Rockland,472,509
10/2/20,Saratoga,5,15
10/2/20,Schenectady,45,46
10/2/20,Schoharie,0,2
10/2/20,Schuyler,0,0
10/2/20,Seneca,0,1
10/2/20,St. Lawrence,4,4
10/2/20,Statewide Total,25505,25505
10/2/20,Steuben,38,47
10/2/20,Suffolk,2061,2015
10/2/20,Sullivan,32,37
10/2/20,Tioga,19,23
10/2/20,Tompkins,2,0
10/2/20,Ulster,52,84
10/2/20,Warren,31,30
10/2/20,Washington,11,14
10/2/20,Wayne,1,3
10/2/20,Westchester,1589,1456
10/2/20,Wyoming,3,5
10/2/20,Yates,6,6
10/3/20,Albany,179,123
10/3/20,Allegany,0,4
10/3/20,Bronx,3099,3385
10/3/20,Broome,93,85
10/3/20,Cattaraugus,9,9
10/3/20,Cayuga,1,2
10/3/20,Chautauqua,5,4
10/3/20,Chemung,10,6
10/3/20,Chenango,3,6
10/3/20,Clinton,6,5
10/3/20,Columbia,43,47
10/3/20,Cortland,0,1
10/3/20,Delaware,0,5
10/3/20,Dutchess,164,158
10/3/20,Erie,661,632
10/3/20,Essex,13,14
10/3/20,Franklin,1,1
10/3/20,Fulton,20,28
10/3/20,Genesee,6,6
10/3/20,Greene,5,15
10/3/20,Hamilton,0,1
10/3/20,Herkimer,8,10
10/3/20,Jefferson,1,1
10/3/20,Kings,4579,5078
10/3/20,Lewis,0,5
10/3/20,Livingston,6,6
10/3/20,Madison,6,9
10/3/20,Manhattan,3395,2111
10/3/20,Monroe,278,260
10/3/20,Montgomery,8,9
10/3/20,Nassau,2719,2204
10/3/20,Niagara,68,89
10/3/20,Non-NYS,0,107
10/3/20,Oneida,117,124
10/3/20,Onondaga,199,182
10/3/20,Ontario,26,28
10/3/20,Orange,413,413
10/3/20,Orleans,41,55
10/3/20,Oswego,0,3
10/3/20,Otsego,6,4
10/3/20,Putnam,62,63
10/3/20,Queens,4094,5122
10/3/20,Rensselaer,47,42
10/3/20,Richmond,753,755
10/3/20,Rockland,472,509
10/3/20,Saratoga,5,15
10/3/20,Schenectady,46,47
10/3/20,Schoharie,0,2
10/3/20,Schuyler,0,0
10/3/20,Seneca,0,1
10/3/20,St. Lawrence,4,4
10/3/20,Statewide Total,25519,25519
10/3/20,Steuben,40,50
10/3/20,Suffolk,2061,2015
10/3/20,Sullivan,32,37
10/3/20,Tioga,19,23
10/3/20,Tompkins,2,0
10/3/20,Ulster,52,84
10/3/20,Warren,31,30
10/3/20,Washington,11,14
10/3/20,Wayne,1,3
10/3/20,Westchester,1590,1457
10/3/20,Wyoming,3,5
10/3/20,Yates,6,6
10/4/20,Albany,179,123
10/4/20,Allegany,0,4
10/4/20,Bronx,3099,3385
10/4/20,Broome,94,86
10/4/20,Cattaraugus,9,10
10/4/20,Cayuga,1,2
10/4/20,Chautauqua,5,4
10/4/20,Chemung,10,6
10/4/20,Chenango,3,6
10/4/20,Clinton,6,5
10/4/20,Columbia,43,47
10/4/20,Cortland,0,1
10/4/20,Delaware,0,5
10/4/20,Dutchess,165,160
10/4/20,Erie,662,633
10/4/20,Essex,13,14
10/4/20,Franklin,1,1
10/4/20,Fulton,20,28
10/4/20,Genesee,6,6
10/4/20,Greene,5,15
10/4/20,Hamilton,0,1
10/4/20,Herkimer,8,10
10/4/20,Jefferson,1,1
10/4/20,Kings,4580,5079
10/4/20,Lewis,0,5
10/4/20,Livingston,6,6
10/4/20,Madison,6,9
10/4/20,Manhattan,3395,2111
10/4/20,Monroe,279,260
10/4/20,Montgomery,8,9
10/4/20,Nassau,2719,2204
10/4/20,Niagara,68,89
10/4/20,Non-NYS,0,107
10/4/20,Oneida,117,124
10/4/20,Onondaga,199,182
10/4/20,Ontario,26,28
10/4/20,Orange,414,413
10/4/20,Orleans,41,55
10/4/20,Oswego,0,3
10/4/20,Otsego,6,4
10/4/20,Putnam,62,63
10/4/20,Queens,4095,5123
10/4/20,Rensselaer,47,42
10/4/20,Richmond,754,756
10/4/20,Rockland,472,509
10/4/20,Saratoga,5,15
10/4/20,Schenectady,46,47
10/4/20,Schoharie,0,2
10/4/20,Schuyler,0,0
10/4/20,Seneca,0,1
10/4/20,St. Lawrence,4,4
10/4/20,Statewide Total,25527,25527
10/4/20,Steuben,40,50
10/4/20,Suffolk,2061,2015
10/4/20,Sullivan,32,37
10/4/20,Tioga,19,23
10/4/20,Tompkins,2,0
10/4/20,Ulster,52,84
10/4/20,Warren,31,30
10/4/20,Washington,11,14
10/4/20,Wayne,1,3
10/4/20,Westchester,1590,1457
10/4/20,Wyoming,3,5
10/4/20,Yates,6,6
10/5/20,Albany,179,123
10/5/20,Allegany,0,4
10/5/20,Bronx,3099,3385
10/5/20,Broome,94,86
10/5/20,Cattaraugus,9,10
10/5/20,Cayuga,1,2
10/5/20,Chautauqua,5,4
10/5/20,Chemung,10,6
10/5/20,Chenango,3,6
10/5/20,Clinton,6,5
10/5/20,Columbia,43,47
10/5/20,Cortland,0,1
10/5/20,Delaware,0,5
10/5/20,Dutchess,165,160
10/5/20,Erie,663,634
10/5/20,Essex,13,14
10/5/20,Franklin,1,1
10/5/20,Fulton,20,28
10/5/20,Genesee,6,6
10/5/20,Greene,5,15
10/5/20,Hamilton,0,1
10/5/20,Herkimer,8,10
10/5/20,Jefferson,1,1
10/5/20,Kings,4582,5081
10/5/20,Lewis,0,5
10/5/20,Livingston,6,6
10/5/20,Madison,6,9
10/5/20,Manhattan,3395,2111
10/5/20,Monroe,279,260
10/5/20,Montgomery,8,9
10/5/20,Nassau,2720,2204
10/5/20,Niagara,68,89
10/5/20,Non-NYS,0,107
10/5/20,Oneida,117,124
10/5/20,Onondaga,199,182
10/5/20,Ontario,26,28
10/5/20,Orange,415,414
10/5/20,Orleans,41,55
10/5/20,Oswego,0,3
10/5/20,Otsego,6,4
10/5/20,Putnam,62,63
10/5/20,Queens,4096,5125
10/5/20,Rensselaer,47,42
10/5/20,Richmond,755,757
10/5/20,Rockland,472,509
10/5/20,Saratoga,5,15
10/5/20,Schenectady,46,47
10/5/20,Schoharie,0,2
10/5/20,Schuyler,0,0
10/5/20,Seneca,0,1
10/5/20,St. Lawrence,4,4
10/5/20,Statewide Total,25536,25536
10/5/20,Steuben,41,51
10/5/20,Suffolk,2062,2016
10/5/20,Sullivan,32,37
10/5/20,Tioga,19,23
10/5/20,Tompkins,2,0
10/5/20,Ulster,52,84
10/5/20,Warren,31,30
10/5/20,Washington,11,14
10/5/20,Wayne,1,3
10/5/20,Westchester,1590,1457
10/5/20,Wyoming,3,5
10/5/20,Yates,6,6
10/6/20,Albany,179,123
10/6/20,Allegany,0,4
10/6/20,Bronx,3099,3385
10/6/20,Broome,94,86
10/6/20,Cattaraugus,10,11
10/6/20,Cayuga,1,2
10/6/20,Chautauqua,5,4
10/6/20,Chemung,10,6
10/6/20,Chenango,3,6
10/6/20,Clinton,6,5
10/6/20,Columbia,43,47
10/6/20,Cortland,0,1
10/6/20,Delaware,0,5
10/6/20,Dutchess,165,161
10/6/20,Erie,664,635
10/6/20,Essex,13,14
10/6/20,Franklin,1,1
10/6/20,Fulton,20,28
10/6/20,Genesee,6,6
10/6/20,Greene,5,15
10/6/20,Hamilton,0,1
10/6/20,Herkimer,8,10
10/6/20,Jefferson,1,1
10/6/20,Kings,4583,5082
10/6/20,Lewis,0,5
10/6/20,Livingston,6,6
10/6/20,Madison,6,9
10/6/20,Manhattan,3395,2111
10/6/20,Monroe,279,260
10/6/20,Montgomery,8,9
10/6/20,Nassau,2720,2204
10/6/20,Niagara,68,89
10/6/20,Non-NYS,0,107
10/6/20,Oneida,118,125
10/6/20,Onondaga,199,182
10/6/20,Ontario,26,28
10/6/20,Orange,416,414
10/6/20,Orleans,41,55
10/6/20,Oswego,0,3
10/6/20,Otsego,6,4
10/6/20,Putnam,63,63
10/6/20,Queens,4097,5126
10/6/20,Rensselaer,47,42
10/6/20,Richmond,755,757
10/6/20,Rockland,472,509
10/6/20,Saratoga,5,15
10/6/20,Schenectady,46,47
10/6/20,Schoharie,0,2
10/6/20,Schuyler,0,0
10/6/20,Seneca,0,1
10/6/20,St. Lawrence,4,4
10/6/20,Statewide Total,25545,25545
10/6/20,Steuben,43,53
10/6/20,Suffolk,2062,2016
10/6/20,Sullivan,32,37
10/6/20,Tioga,19,23
10/6/20,Tompkins,2,0
10/6/20,Ulster,52,84
10/6/20,Warren,31,30
10/6/20,Washington,11,14
10/6/20,Wayne,1,3
10/6/20,Westchester,1590,1458
10/6/20,Wyoming,3,5
10/6/20,Yates,6,6
10/7/20,Albany,179,123
10/7/20,Allegany,0,4
10/7/20,Bronx,3099,3385
10/7/20,Broome,94,86
10/7/20,Cattaraugus,12,13
10/7/20,Cayuga,2,3
10/7/20,Chautauqua,5,4
10/7/20,Chemung,11,7
10/7/20,Chenango,3,6
10/7/20,Clinton,6,5
10/7/20,Columbia,43,47
10/7/20,Cortland,0,1
10/7/20,Delaware,0,5
10/7/20,Dutchess,165,161
10/7/20,Erie,665,636
10/7/20,Essex,13,14
10/7/20,Franklin,1,1
10/7/20,Fulton,20,28
10/7/20,Genesee,6,6
10/7/20,Greene,5,15
10/7/20,Hamilton,0,1
10/7/20,Herkimer,8,10
10/7/20,Jefferson,1,1
10/7/20,Kings,4584,5083
10/7/20,Lewis,0,5
10/7/20,Livingston,6,6
10/7/20,Madison,6,9
10/7/20,Manhattan,3396,2112
10/7/20,Monroe,279,260
10/7/20,Montgomery,8,9
10/7/20,Nassau,2720,2204
10/7/20,Niagara,68,89
10/7/20,Non-NYS,0,107
10/7/20,Oneida,118,125
10/7/20,Onondaga,199,182
10/7/20,Ontario,26,28
10/7/20,Orange,416,414
10/7/20,Orleans,41,55
10/7/20,Oswego,0,3
10/7/20,Otsego,6,4
10/7/20,Putnam,63,63
10/7/20,Queens,4097,5126
10/7/20,Rensselaer,47,42
10/7/20,Richmond,755,757
10/7/20,Rockland,472,509
10/7/20,Saratoga,5,15
10/7/20,Schenectady,46,47
10/7/20,Schoharie,0,2
10/7/20,Schuyler,0,0
10/7/20,Seneca,0,1
10/7/20,St. Lawrence,4,4
10/7/20,Statewide Total,25555,25555
10/7/20,Steuben,45,55
10/7/20,Suffolk,2062,2016
10/7/20,Sullivan,32,37
10/7/20,Tioga,19,23
10/7/20,Tompkins,2,0
10/7/20,Ulster,52,84
10/7/20,Warren,31,30
10/7/20,Washington,11,14
10/7/20,Wayne,1,3
10/7/20,Westchester,1591,1459
10/7/20,Wyoming,3,5
10/7/20,Yates,6,6
10/8/20,Albany,179,123
10/8/20,Allegany,0,4
10/8/20,Bronx,3099,3385
10/8/20,Broome,94,86
10/8/20,Cattaraugus,12,13
10/8/20,Cayuga,2,3
10/8/20,Chautauqua,5,4
10/8/20,Chemung,11,7
10/8/20,Chenango,3,6
10/8/20,Clinton,6,5
10/8/20,Columbia,43,47
10/8/20,Cortland,0,1
10/8/20,Delaware,0,5
10/8/20,Dutchess,165,161
10/8/20,Erie,665,636
10/8/20,Essex,13,14
10/8/20,Franklin,1,1
10/8/20,Fulton,20,28
10/8/20,Genesee,6,6
10/8/20,Greene,5,15
10/8/20,Hamilton,0,1
10/8/20,Herkimer,8,10
10/8/20,Jefferson,1,1
10/8/20,Kings,4585,5084
10/8/20,Lewis,0,5
10/8/20,Livingston,6,6
10/8/20,Madison,6,9
10/8/20,Manhattan,3396,2112
10/8/20,Monroe,279,260
10/8/20,Montgomery,8,9
10/8/20,Nassau,2720,2204
10/8/20,Niagara,68,89
10/8/20,Non-NYS,0,107
10/8/20,Oneida,119,126
10/8/20,Onondaga,199,182
10/8/20,Ontario,26,28
10/8/20,Orange,416,414
10/8/20,Orleans,41,55
10/8/20,Oswego,0,3
10/8/20,Otsego,6,4
10/8/20,Putnam,63,63
10/8/20,Queens,4099,5128
10/8/20,Rensselaer,47,42
10/8/20,Richmond,755,757
10/8/20,Rockland,472,509
10/8/20,Saratoga,5,15
10/8/20,Schenectady,46,47
10/8/20,Schoharie,0,2
10/8/20,Schuyler,0,0
10/8/20,Seneca,0,1
10/8/20,St. Lawrence,4,4
10/8/20,Statewide Total,25561,25561
10/8/20,Steuben,46,56
10/8/20,Suffolk,2062,2016
10/8/20,Sullivan,32,37
10/8/20,Tioga,19,23
10/8/20,Tompkins,2,0
10/8/20,Ulster,52,84
10/8/20,Warren,31,30
10/8/20,Washington,11,14
10/8/20,Wayne,1,3
10/8/20,Westchester,1592,1460
10/8/20,Wyoming,3,5
10/8/20,Yates,6,6
10/9/20,Albany,180,124
10/9/20,Allegany,0,4
10/9/20,Bronx,3099,3387
10/9/20,Broome,94,86
10/9/20,Cattaraugus,12,13
10/9/20,Cayuga,2,3
10/9/20,Chautauqua,5,4
10/9/20,Chemung,11,7
10/9/20,Chenango,3,6
10/9/20,Clinton,6,5
10/9/20,Columbia,43,47
10/9/20,Cortland,0,1
10/9/20,Delaware,0,5
10/9/20,Dutchess,165,161
10/9/20,Erie,666,637
10/9/20,Essex,13,14
10/9/20,Franklin,1,1
10/9/20,Fulton,20,28
10/9/20,Genesee,6,6
10/9/20,Greene,5,15
10/9/20,Hamilton,0,1
10/9/20,Herkimer,8,10
10/9/20,Jefferson,1,1
10/9/20,Kings,4585,5085
10/9/20,Lewis,0,5
10/9/20,Livingston,6,6
10/9/20,Madison,6,9
10/9/20,Manhattan,3399,2112
10/9/20,Monroe,279,260
10/9/20,Montgomery,8,9
10/9/20,Nassau,2720,2204
10/9/20,Niagara,68,89
10/9/20,Non-NYS,0,107
10/9/20,Oneida,119,126
10/9/20,Onondaga,199,182
10/9/20,Ontario,26,28
10/9/20,Orange,416,414
10/9/20,Orleans,41,55
10/9/20,Oswego,0,3
10/9/20,Otsego,6,4
10/9/20,Putnam,63,63
10/9/20,Queens,4099,5128
10/9/20,Rensselaer,47,42
10/9/20,Richmond,755,757
10/9/20,Rockland,472,509
10/9/20,Saratoga,5,15
10/9/20,Schenectady,46,47
10/9/20,Schoharie,0,2
10/9/20,Schuyler,0,0
10/9/20,Seneca,0,1
10/9/20,St. Lawrence,4,4
10/9/20,Statewide Total,25569,25569
10/9/20,Steuben,48,58
10/9/20,Suffolk,2062,2016
10/9/20,Sullivan,32,37
10/9/20,Tioga,19,23
10/9/20,Tompkins,2,0
10/9/20,Ulster,52,84
10/9/20,Warren,31,30
10/9/20,Washington,11,14
10/9/20,Wayne,1,3
10/9/20,Westchester,1593,1461
10/9/20,Wyoming,3,5
10/9/20,Yates,6,6
10/10/20,Albany,180,124
10/10/20,Allegany,0,4
10/10/20,Bronx,3099,3388
10/10/20,Broome,94,86
10/10/20,Cattaraugus,12,13
10/10/20,Cayuga,2,3
10/10/20,Chautauqua,5,4
10/10/20,Chemung,11,7
10/10/20,Chenango,3,6
10/10/20,Clinton,6,5
10/10/20,Columbia,43,47
10/10/20,Cortland,0,1
10/10/20,Delaware,0,5
10/10/20,Dutchess,165,162
10/10/20,Erie,667,638
10/10/20,Essex,13,14
10/10/20,Franklin,1,1
10/10/20,Fulton,20,28
10/10/20,Genesee,6,6
10/10/20,Greene,5,15
10/10/20,Hamilton,0,1
10/10/20,Herkimer,8,10
10/10/20,Jefferson,1,1
10/10/20,Kings,4585,5085
10/10/20,Lewis,0,5
10/10/20,Livingston,6,6
10/10/20,Madison,6,9
10/10/20,Manhattan,3399,2112
10/10/20,Monroe,279,260
10/10/20,Montgomery,8,9
10/10/20,Nassau,2720,2204
10/10/20,Niagara,68,89
10/10/20,Non-NYS,0,107
10/10/20,Oneida,119,126
10/10/20,Onondaga,199,182
10/10/20,Ontario,26,28
10/10/20,Orange,416,414
10/10/20,Orleans,41,55
10/10/20,Oswego,0,3
10/10/20,Otsego,6,4
10/10/20,Putnam,63,63
10/10/20,Queens,4100,5129
10/10/20,Rensselaer,47,42
10/10/20,Richmond,755,757
10/10/20,Rockland,472,509
10/10/20,Saratoga,5,15
10/10/20,Schenectady,46,47
10/10/20,Schoharie,0,2
10/10/20,Schuyler,0,0
10/10/20,Seneca,0,1
10/10/20,St. Lawrence,4,4
10/10/20,Statewide Total,25574,25574
10/10/20,Steuben,49,59
10/10/20,Suffolk,2062,2016
10/10/20,Sullivan,32,37
10/10/20,Tioga,19,23
10/10/20,Tompkins,2,0
10/10/20,Ulster,52,84
10/10/20,Warren,31,30
10/10/20,Washington,11,14
10/10/20,Wayne,1,3
10/10/20,Westchester,1595,1461
10/10/20,Wyoming,3,5
10/10/20,Yates,6,6
10/11/20,Albany,180,124
10/11/20,Allegany,0,4
10/11/20,Bronx,3099,3388
10/11/20,Broome,94,86
10/11/20,Cattaraugus,12,13
10/11/20,Cayuga,2,3
10/11/20,Chautauqua,5,4
10/11/20,Chemung,11,7
10/11/20,Chenango,3,6
10/11/20,Clinton,6,5
10/11/20,Columbia,43,47
10/11/20,Cortland,0,1
10/11/20,Delaware,0,5
10/11/20,Dutchess,165,162
10/11/20,Erie,668,639
10/11/20,Essex,13,14
10/11/20,Franklin,1,1
10/11/20,Fulton,20,28
10/11/20,Genesee,6,6
10/11/20,Greene,5,15
10/11/20,Hamilton,0,1
10/11/20,Herkimer,8,10
10/11/20,Jefferson,1,1
10/11/20,Kings,4585,5085
10/11/20,Lewis,0,5
10/11/20,Livingston,6,6
10/11/20,Madison,6,9
10/11/20,Manhattan,3400,2112
10/11/20,Monroe,279,260
10/11/20,Montgomery,8,9
10/11/20,Nassau,2720,2204
10/11/20,Niagara,68,89
10/11/20,Non-NYS,0,107
10/11/20,Oneida,119,126
10/11/20,Onondaga,199,182
10/11/20,Ontario,27,28
10/11/20,Orange,417,416
10/11/20,Orleans,41,55
10/11/20,Oswego,0,3
10/11/20,Otsego,6,4
10/11/20,Putnam,63,63
10/11/20,Queens,4102,5131
10/11/20,Rensselaer,47,42
10/11/20,Richmond,756,758
10/11/20,Rockland,472,509
10/11/20,Saratoga,5,15
10/11/20,Schenectady,46,47
10/11/20,Schoharie,0,2
10/11/20,Schuyler,0,0
10/11/20,Seneca,0,2
10/11/20,St. Lawrence,4,4
10/11/20,Statewide Total,25587,25587
10/11/20,Steuben,53,63
10/11/20,Suffolk,2063,2017
10/11/20,Sullivan,32,37
10/11/20,Tioga,19,23
10/11/20,Tompkins,2,0
10/11/20,Ulster,52,84
10/11/20,Warren,31,30
10/11/20,Washington,11,14
10/11/20,Wayne,1,3
10/11/20,Westchester,1596,1462
10/11/20,Wyoming,3,5
10/11/20,Yates,6,6
10/12/20,Albany,180,124
10/12/20,Allegany,0,4
10/12/20,Bronx,3102,3391
10/12/20,Broome,95,86
10/12/20,Cattaraugus,13,14
10/12/20,Cayuga,2,3
10/12/20,Chautauqua,5,4
10/12/20,Chemung,11,7
10/12/20,Chenango,3,6
10/12/20,Clinton,6,5
10/12/20,Columbia,43,47
10/12/20,Cortland,0,1
10/12/20,Delaware,0,5
10/12/20,Dutchess,166,163
10/12/20,Erie,668,639
10/12/20,Essex,13,14
10/12/20,Franklin,1,1
10/12/20,Fulton,20,28
10/12/20,Genesee,6,6
10/12/20,Greene,5,15
10/12/20,Hamilton,0,1
10/12/20,Herkimer,8,10
10/12/20,Jefferson,1,1
10/12/20,Kings,4586,5088
10/12/20,Lewis,0,5
10/12/20,Livingston,6,6
10/12/20,Madison,6,9
10/12/20,Manhattan,3403,2112
10/12/20,Monroe,279,260
10/12/20,Montgomery,8,9
10/12/20,Nassau,2721,2205
10/12/20,Niagara,68,89
10/12/20,Non-NYS,0,107
10/12/20,Oneida,119,126
10/12/20,Onondaga,199,182
10/12/20,Ontario,27,28
10/12/20,Orange,417,416
10/12/20,Orleans,41,55
10/12/20,Oswego,0,3
10/12/20,Otsego,6,4
10/12/20,Putnam,63,63
10/12/20,Queens,4102,5132
10/12/20,Rensselaer,47,42
10/12/20,Richmond,756,758
