Report Date,County,Place of Fatality,Deaths by County of Residence
6/16/21,Saratoga,120,168
6/16/21,Schenectady,197,205
6/16/21,Schoharie,4,17
6/16/21,Schuyler,4,14
6/16/21,Seneca,30,56
6/16/21,St. Lawrence,89,97
6/16/21,Statewide Total,42896,42896
6/16/21,Steuben,120,145
6/16/21,Suffolk,3429,3400
6/16/21,Sullivan,62,76
6/16/21,Tioga,39,63
6/16/21,Tompkins,53,52
6/16/21,Ulster,150,257
6/16/21,Warren,80,57
6/16/21,Washington,32,55
6/16/21,Wayne,41,70
6/16/21,Westchester,2477,2291
6/16/21,Wyoming,38,53
6/16/21,Yates,20,26
6/17/20,Albany,157,108
6/17/20,Allegany,0,2
6/17/20,Bronx,3025,3296
6/17/20,Broome,59,56
6/17/20,Cattaraugus,5,6
6/17/20,Cayuga,1,2
6/17/20,Chautauqua,4,3
6/17/20,Chemung,5,2
6/17/20,Chenango,3,6
6/17/20,Clinton,4,4
6/17/20,Columbia,43,47
6/17/20,Cortland,0,1
6/17/20,Delaware,0,4
6/17/20,Dutchess,156,148
6/17/20,Erie,585,560
6/17/20,Essex,0,0
6/17/20,Franklin,0,0
6/17/20,Fulton,18,26
6/17/20,Genesee,6,5
6/17/20,Greene,5,13
6/17/20,Hamilton,0,1
6/17/20,Herkimer,1,3
6/17/20,Jefferson,0,0
6/17/20,Kings,4504,4986
6/17/20,Lewis,0,5
6/17/20,Livingston,4,4
6/17/20,Madison,4,9
6/17/20,Manhattan,3297,2049
6/17/20,Monroe,249,232
6/17/20,Montgomery,5,4
6/17/20,Nassau,2677,2172
6/17/20,Niagara,65,84
6/17/20,Non-NYS,0,101
6/17/20,Oneida,83,84
6/17/20,Onondaga,168,158
6/17/20,Ontario,22,23
6/17/20,Orange,394,396
6/17/20,Orleans,37,50
6/17/20,Oswego,0,2
6/17/20,Otsego,6,4
6/17/20,Putnam,60,62
6/17/20,Queens,4002,5022
6/17/20,Rensselaer,36,30
6/17/20,Richmond,739,740
6/17/20,Rockland,469,506
6/17/20,Saratoga,5,15
6/17/20,Schenectady,32,32
6/17/20,Schoharie,0,2
6/17/20,Schuyler,0,0
6/17/20,Seneca,0,1
6/17/20,St. Lawrence,3,3
6/17/20,Statewide Total,24661,24661
6/17/20,Steuben,19,29
6/17/20,Suffolk,2010,1961
6/17/20,Sullivan,31,35
6/17/20,Tioga,18,19
6/17/20,Tompkins,2,0
6/17/20,Ulster,49,81
6/17/20,Warren,31,30
6/17/20,Washington,11,14
6/17/20,Wayne,1,2
6/17/20,Westchester,1542,1410
6/17/20,Wyoming,3,5
6/17/20,Yates,6,6
6/17/21,Albany,580,356
6/17/21,Allegany,57,87
6/17/21,Bronx,4137,4563
6/17/21,Broome,405,366
6/17/21,Cattaraugus,93,91
6/17/21,Cayuga,77,92
6/17/21,Chautauqua,138,145
6/17/21,Chemung,173,136
6/17/21,Chenango,54,76
6/17/21,Clinton,38,33
6/17/21,Columbia,105,104
6/17/21,Cortland,60,63
6/17/21,Delaware,17,38
6/17/21,Dutchess,476,445
6/17/21,Erie,2005,1809
6/17/21,Essex,19,26
6/17/21,Franklin,10,12
6/17/21,Fulton,61,91
6/17/21,Genesee,107,124
6/17/21,Greene,30,79
6/17/21,Hamilton,0,2
6/17/21,Herkimer,53,109
6/17/21,Jefferson,58,68
6/17/21,Kings,6575,7306
6/17/21,Lewis,13,36
6/17/21,Livingston,36,60
6/17/21,Madison,77,89
6/17/21,Manhattan,4973,3031
6/17/21,Monroe,1253,1111
6/17/21,Montgomery,107,127
6/17/21,Nassau,3840,3176
6/17/21,Niagara,234,374
6/17/21,Non-NYS,0,250
6/17/21,Oneida,531,516
6/17/21,Onondaga,790,677
6/17/21,Ontario,116,93
6/17/21,Orange,745,722
6/17/21,Orleans,49,83
6/17/21,Oswego,67,92
6/17/21,Otsego,69,47
6/17/21,Putnam,87,92
6/17/21,Queens,5635,6947
6/17/21,Rensselaer,117,143
6/17/21,Richmond,1137,1162
6/17/21,Rockland,716,754
6/17/21,Saratoga,120,168
6/17/21,Schenectady,197,205
6/17/21,Schoharie,4,17
6/17/21,Schuyler,4,14
6/17/21,Seneca,30,56
6/17/21,St. Lawrence,89,97
6/17/21,Statewide Total,42905,42905
6/17/21,Steuben,120,145
6/17/21,Suffolk,3429,3400
6/17/21,Sullivan,62,76
6/17/21,Tioga,39,63
6/17/21,Tompkins,53,52
6/17/21,Ulster,150,257
6/17/21,Warren,80,57
6/17/21,Washington,32,55
6/17/21,Wayne,41,70
6/17/21,Westchester,2477,2291
6/17/21,Wyoming,38,53
6/17/21,Yates,20,26
6/18/20,Albany,157,108
6/18/20,Allegany,0,2
6/18/20,Bronx,3027,3299
6/18/20,Broome,59,56
6/18/20,Cattaraugus,5,6
6/18/20,Cayuga,1,2
6/18/20,Chautauqua,4,3
6/18/20,Chemung,5,2
6/18/20,Chenango,3,6
6/18/20,Clinton,4,4
6/18/20,Columbia,43,47
6/18/20,Cortland,0,1
6/18/20,Delaware,0,4
6/18/20,Dutchess,158,150
6/18/20,Erie,586,561
6/18/20,Essex,0,0
6/18/20,Franklin,0,0
6/18/20,Fulton,18,26
6/18/20,Genesee,6,5
6/18/20,Greene,5,13
6/18/20,Hamilton,0,1
6/18/20,Herkimer,1,3
6/18/20,Jefferson,0,0
6/18/20,Kings,4506,4989
6/18/20,Lewis,0,5
6/18/20,Livingston,4,4
6/18/20,Madison,4,9
6/18/20,Manhattan,3301,2051
6/18/20,Monroe,250,233
6/18/20,Montgomery,5,4
6/18/20,Nassau,2680,2175
6/18/20,Niagara,65,84
6/18/20,Non-NYS,0,101
6/18/20,Oneida,86,87
6/18/20,Onondaga,168,158
6/18/20,Ontario,22,23
6/18/20,Orange,395,397
6/18/20,Orleans,37,50
6/18/20,Oswego,0,2
6/18/20,Otsego,6,4
6/18/20,Putnam,60,62
6/18/20,Queens,4007,5027
6/18/20,Rensselaer,36,30
6/18/20,Richmond,739,740
6/18/20,Rockland,469,506
6/18/20,Saratoga,5,15
6/18/20,Schenectady,32,32
6/18/20,Schoharie,0,2
6/18/20,Schuyler,0,0
6/18/20,Seneca,0,1
6/18/20,St. Lawrence,3,3
6/18/20,Statewide Total,24686,24686
6/18/20,Steuben,19,29
6/18/20,Suffolk,2011,1962
6/18/20,Sullivan,31,35
6/18/20,Tioga,18,19
6/18/20,Tompkins,2,0
6/18/20,Ulster,49,81
6/18/20,Warren,31,30
6/18/20,Washington,11,14
6/18/20,Wayne,1,2
6/18/20,Westchester,1542,1410
6/18/20,Wyoming,3,5
6/18/20,Yates,6,6
6/18/21,Albany,582,357
6/18/21,Allegany,57,87
6/18/21,Bronx,4137,4563
6/18/21,Broome,405,366
6/18/21,Cattaraugus,93,91
6/18/21,Cayuga,77,92
6/18/21,Chautauqua,138,145
6/18/21,Chemung,173,136
6/18/21,Chenango,54,76
6/18/21,Clinton,38,33
6/18/21,Columbia,105,104
6/18/21,Cortland,60,63
6/18/21,Delaware,17,38
6/18/21,Dutchess,476,445
6/18/21,Erie,2005,1809
6/18/21,Essex,19,26
6/18/21,Franklin,10,12
6/18/21,Fulton,61,92
6/18/21,Genesee,107,124
6/18/21,Greene,30,79
6/18/21,Hamilton,0,2
6/18/21,Herkimer,53,109
6/18/21,Jefferson,58,68
6/18/21,Kings,6578,7310
6/18/21,Lewis,13,36
6/18/21,Livingston,36,60
6/18/21,Madison,77,89
6/18/21,Manhattan,4975,3032
6/18/21,Monroe,1254,1112
6/18/21,Montgomery,107,127
6/18/21,Nassau,3840,3176
6/18/21,Niagara,234,374
6/18/21,Non-NYS,0,250
6/18/21,Oneida,531,516
6/18/21,Onondaga,791,678
6/18/21,Ontario,116,93
6/18/21,Orange,745,722
6/18/21,Orleans,49,83
6/18/21,Oswego,67,92
6/18/21,Otsego,69,47
6/18/21,Putnam,87,92
6/18/21,Queens,5635,6947
6/18/21,Rensselaer,117,143
6/18/21,Richmond,1137,1162
6/18/21,Rockland,716,754
6/18/21,Saratoga,120,168
6/18/21,Schenectady,197,205
6/18/21,Schoharie,4,17
6/18/21,Schuyler,4,14
6/18/21,Seneca,30,56
6/18/21,St. Lawrence,89,97
6/18/21,Statewide Total,42914,42914
6/18/21,Steuben,120,145
6/18/21,Suffolk,3429,3400
6/18/21,Sullivan,62,76
6/18/21,Tioga,39,63
6/18/21,Tompkins,53,52
6/18/21,Ulster,150,257
6/18/21,Warren,80,57
6/18/21,Washington,32,55
6/18/21,Wayne,41,70
6/18/21,Westchester,2477,2291
6/18/21,Wyoming,38,53
6/18/21,Yates,20,26
6/19/20,Albany,157,108
6/19/20,Allegany,0,2
6/19/20,Bronx,3028,3299
6/19/20,Broome,59,56
6/19/20,Cattaraugus,5,6
6/19/20,Cayuga,1,2
6/19/20,Chautauqua,4,3
6/19/20,Chemung,5,2
6/19/20,Chenango,3,6
6/19/20,Clinton,4,4
6/19/20,Columbia,43,47
6/19/20,Cortland,0,1
6/19/20,Delaware,0,4
6/19/20,Dutchess,159,151
6/19/20,Erie,588,563
6/19/20,Essex,0,0
6/19/20,Franklin,0,0
6/19/20,Fulton,18,26
6/19/20,Genesee,6,5
6/19/20,Greene,5,13
6/19/20,Hamilton,0,1
6/19/20,Herkimer,1,3
6/19/20,Jefferson,0,0
6/19/20,Kings,4508,4991
6/19/20,Lewis,0,5
6/19/20,Livingston,4,4
6/19/20,Madison,4,9
6/19/20,Manhattan,3304,2053
6/19/20,Monroe,253,236
6/19/20,Montgomery,5,4
6/19/20,Nassau,2680,2175
6/19/20,Niagara,65,84
6/19/20,Non-NYS,0,101
6/19/20,Oneida,87,88
6/19/20,Onondaga,170,160
6/19/20,Ontario,23,24
6/19/20,Orange,395,397
6/19/20,Orleans,37,50
6/19/20,Oswego,0,2
6/19/20,Otsego,6,4
6/19/20,Putnam,60,62
6/19/20,Queens,4009,5030
6/19/20,Rensselaer,37,31
6/19/20,Richmond,741,742
6/19/20,Rockland,469,506
6/19/20,Saratoga,5,15
6/19/20,Schenectady,32,32
6/19/20,Schoharie,0,2
6/19/20,Schuyler,0,0
6/19/20,Seneca,0,1
6/19/20,St. Lawrence,3,3
6/19/20,Statewide Total,24710,24710
6/19/20,Steuben,19,29
6/19/20,Suffolk,2012,1963
6/19/20,Sullivan,31,35
6/19/20,Tioga,18,19
6/19/20,Tompkins,2,0
6/19/20,Ulster,49,81
6/19/20,Warren,31,30
6/19/20,Washington,11,14
6/19/20,Wayne,1,2
6/19/20,Westchester,1544,1413
6/19/20,Wyoming,3,5
6/19/20,Yates,6,6
6/19/21,Albany,582,357
6/19/21,Allegany,57,87
6/19/21,Bronx,4138,4564
6/19/21,Broome,405,366
6/19/21,Cattaraugus,93,91
6/19/21,Cayuga,77,92
6/19/21,Chautauqua,138,145
6/19/21,Chemung,173,136
6/19/21,Chenango,54,76
6/19/21,Clinton,38,33
6/19/21,Columbia,105,104
6/19/21,Cortland,60,63
6/19/21,Delaware,17,38
6/19/21,Dutchess,476,445
6/19/21,Erie,2005,1809
6/19/21,Essex,19,26
6/19/21,Franklin,10,12
6/19/21,Fulton,61,92
6/19/21,Genesee,107,124
6/19/21,Greene,30,79
6/19/21,Hamilton,0,2
6/19/21,Herkimer,53,109
6/19/21,Jefferson,58,68
6/19/21,Kings,6578,7310
6/19/21,Lewis,13,36
6/19/21,Livingston,36,60
6/19/21,Madison,77,89
6/19/21,Manhattan,4976,3033
6/19/21,Monroe,1255,1113
6/19/21,Montgomery,107,127
6/19/21,Nassau,3841,3177
6/19/21,Niagara,234,374
6/19/21,Non-NYS,0,250
6/19/21,Oneida,531,516
6/19/21,Onondaga,791,678
6/19/21,Ontario,116,93
6/19/21,Orange,745,722
6/19/21,Orleans,49,83
6/19/21,Oswego,67,92
6/19/21,Otsego,69,47
6/19/21,Putnam,87,92
6/19/21,Queens,5635,6947
6/19/21,Rensselaer,117,143
6/19/21,Richmond,1137,1162
6/19/21,Rockland,716,754
6/19/21,Saratoga,120,168
6/19/21,Schenectady,197,205
6/19/21,Schoharie,4,17
6/19/21,Schuyler,4,14
6/19/21,Seneca,30,56
6/19/21,St. Lawrence,89,97
6/19/21,Statewide Total,42918,42918
6/19/21,Steuben,120,145
6/19/21,Suffolk,3429,3400
6/19/21,Sullivan,62,76
6/19/21,Tioga,39,63
6/19/21,Tompkins,53,52
6/19/21,Ulster,150,257
6/19/21,Warren,80,57
6/19/21,Washington,32,55
6/19/21,Wayne,41,70
6/19/21,Westchester,2477,2291
6/19/21,Wyoming,38,53
6/19/21,Yates,20,26
6/20/20,Albany,157,108
6/20/20,Allegany,0,2
6/20/20,Bronx,3029,3301
6/20/20,Broome,59,56
6/20/20,Cattaraugus,5,6
6/20/20,Cayuga,1,2
6/20/20,Chautauqua,4,3
6/20/20,Chemung,5,2
6/20/20,Chenango,3,6
6/20/20,Clinton,4,4
6/20/20,Columbia,43,47
6/20/20,Cortland,0,1
6/20/20,Delaware,0,4
6/20/20,Dutchess,159,151
6/20/20,Erie,590,565
6/20/20,Essex,0,0
6/20/20,Franklin,0,0
6/20/20,Fulton,18,26
6/20/20,Genesee,6,5
6/20/20,Greene,5,13
6/20/20,Hamilton,0,1
6/20/20,Herkimer,1,3
6/20/20,Jefferson,0,0
6/20/20,Kings,4508,4991
6/20/20,Lewis,0,5
6/20/20,Livingston,4,4
6/20/20,Madison,4,9
6/20/20,Manhattan,3305,2053
6/20/20,Monroe,255,238
6/20/20,Montgomery,5,4
6/20/20,Nassau,2683,2178
6/20/20,Niagara,65,84
6/20/20,Non-NYS,0,101
6/20/20,Oneida,87,88
6/20/20,Onondaga,170,160
6/20/20,Ontario,24,25
6/20/20,Orange,396,398
6/20/20,Orleans,37,50
6/20/20,Oswego,0,2
6/20/20,Otsego,6,4
6/20/20,Putnam,60,62
6/20/20,Queens,4011,5032
6/20/20,Rensselaer,37,31
6/20/20,Richmond,741,742
6/20/20,Rockland,469,506
6/20/20,Saratoga,5,15
6/20/20,Schenectady,32,32
6/20/20,Schoharie,0,2
6/20/20,Schuyler,0,0
6/20/20,Seneca,0,1
6/20/20,St. Lawrence,3,3
6/20/20,Statewide Total,24725,24725
6/20/20,Steuben,19,29
6/20/20,Suffolk,2013,1964
6/20/20,Sullivan,31,35
6/20/20,Tioga,18,19
6/20/20,Tompkins,2,0
6/20/20,Ulster,49,81
6/20/20,Warren,31,30
6/20/20,Washington,11,14
6/20/20,Wayne,1,2
6/20/20,Westchester,1545,1414
6/20/20,Wyoming,3,5
6/20/20,Yates,6,6
6/20/21,Albany,582,357
6/20/21,Allegany,57,87
6/20/21,Bronx,4138,4564
6/20/21,Broome,405,366
6/20/21,Cattaraugus,93,91
6/20/21,Cayuga,77,92
6/20/21,Chautauqua,138,145
6/20/21,Chemung,173,136
6/20/21,Chenango,54,76
6/20/21,Clinton,38,33
6/20/21,Columbia,105,104
6/20/21,Cortland,60,63
6/20/21,Delaware,17,38
6/20/21,Dutchess,476,445
6/20/21,Erie,2005,1809
6/20/21,Essex,19,26
6/20/21,Franklin,10,12
6/20/21,Fulton,61,92
6/20/21,Genesee,107,124
6/20/21,Greene,30,79
6/20/21,Hamilton,0,2
6/20/21,Herkimer,53,109
6/20/21,Jefferson,58,68
6/20/21,Kings,6582,7314
6/20/21,Lewis,13,36
6/20/21,Livingston,36,60
6/20/21,Madison,77,89
6/20/21,Manhattan,4978,3034
6/20/21,Monroe,1256,1113
6/20/21,Montgomery,107,127
6/20/21,Nassau,3841,3178
6/20/21,Niagara,234,374
6/20/21,Non-NYS,0,250
6/20/21,Oneida,531,516
6/20/21,Onondaga,791,678
6/20/21,Ontario,116,93
6/20/21,Orange,745,722
6/20/21,Orleans,49,83
6/20/21,Oswego,67,92
6/20/21,Otsego,69,47
6/20/21,Putnam,87,93
6/20/21,Queens,5636,6948
6/20/21,Rensselaer,117,143
6/20/21,Richmond,1137,1162
6/20/21,Rockland,716,754
6/20/21,Saratoga,120,168
6/20/21,Schenectady,197,205
6/20/21,Schoharie,4,17
6/20/21,Schuyler,4,14
6/20/21,Seneca,30,56
6/20/21,St. Lawrence,89,97
6/20/21,Statewide Total,42928,42928
6/20/21,Steuben,120,145
6/20/21,Suffolk,3430,3401
6/20/21,Sullivan,62,76
6/20/21,Tioga,39,63
6/20/21,Tompkins,53,52
6/20/21,Ulster,150,257
6/20/21,Warren,80,57
6/20/21,Washington,32,55
6/20/21,Wayne,41,71
6/20/21,Westchester,2478,2291
6/20/21,Wyoming,38,53
6/20/21,Yates,20,26
6/21/20,Albany,157,108
6/21/20,Allegany,0,2
6/21/20,Bronx,3030,3302
6/21/20,Broome,59,56
6/21/20,Cattaraugus,5,6
6/21/20,Cayuga,1,2
6/21/20,Chautauqua,4,3
6/21/20,Chemung,5,2
6/21/20,Chenango,3,6
6/21/20,Clinton,4,4
6/21/20,Columbia,43,47
6/21/20,Cortland,0,1
6/21/20,Delaware,0,4
6/21/20,Dutchess,159,151
6/21/20,Erie,592,567
6/21/20,Essex,0,0
6/21/20,Franklin,0,0
6/21/20,Fulton,18,26
6/21/20,Genesee,6,5
6/21/20,Greene,5,13
6/21/20,Hamilton,0,1
6/21/20,Herkimer,1,3
6/21/20,Jefferson,0,0
6/21/20,Kings,4513,4996
6/21/20,Lewis,0,5
6/21/20,Livingston,4,4
6/21/20,Madison,4,9
6/21/20,Manhattan,3306,2054
6/21/20,Monroe,256,239
6/21/20,Montgomery,5,4
6/21/20,Nassau,2683,2178
6/21/20,Niagara,65,84
6/21/20,Non-NYS,0,101
6/21/20,Oneida,87,88
6/21/20,Onondaga,170,160
6/21/20,Ontario,25,26
6/21/20,Orange,396,398
6/21/20,Orleans,37,50
6/21/20,Oswego,0,2
6/21/20,Otsego,6,4
6/21/20,Putnam,60,62
6/21/20,Queens,4011,5032
6/21/20,Rensselaer,37,31
6/21/20,Richmond,741,742
6/21/20,Rockland,469,506
6/21/20,Saratoga,5,15
6/21/20,Schenectady,33,33
6/21/20,Schoharie,0,2
6/21/20,Schuyler,0,0
6/21/20,Seneca,0,1
6/21/20,St. Lawrence,3,3
6/21/20,Statewide Total,24739,24739
6/21/20,Steuben,19,29
6/21/20,Suffolk,2014,1965
6/21/20,Sullivan,31,35
6/21/20,Tioga,18,19
6/21/20,Tompkins,2,0
6/21/20,Ulster,49,81
6/21/20,Warren,31,30
6/21/20,Washington,11,14
6/21/20,Wayne,1,2
6/21/20,Westchester,1546,1415
6/21/20,Wyoming,3,5
6/21/20,Yates,6,6
6/21/21,Albany,583,357
6/21/21,Allegany,57,87
6/21/21,Bronx,4138,4564
6/21/21,Broome,405,366
6/21/21,Cattaraugus,93,91
6/21/21,Cayuga,77,92
6/21/21,Chautauqua,138,145
6/21/21,Chemung,173,136
6/21/21,Chenango,54,76
6/21/21,Clinton,38,33
6/21/21,Columbia,105,104
6/21/21,Cortland,60,63
6/21/21,Delaware,17,39
6/21/21,Dutchess,477,446
6/21/21,Erie,2006,1810
6/21/21,Essex,19,26
6/21/21,Franklin,10,12
6/21/21,Fulton,61,92
6/21/21,Genesee,107,124
6/21/21,Greene,30,79
6/21/21,Hamilton,0,2
6/21/21,Herkimer,53,109
6/21/21,Jefferson,58,68
6/21/21,Kings,6584,7316
6/21/21,Lewis,13,36
6/21/21,Livingston,36,60
6/21/21,Madison,77,89
6/21/21,Manhattan,4978,3034
6/21/21,Monroe,1256,1113
6/21/21,Montgomery,107,127
6/21/21,Nassau,3841,3178
6/21/21,Niagara,234,374
6/21/21,Non-NYS,0,250
6/21/21,Oneida,531,516
6/21/21,Onondaga,791,678
6/21/21,Ontario,116,93
6/21/21,Orange,745,723
6/21/21,Orleans,49,83
6/21/21,Oswego,67,92
6/21/21,Otsego,69,47
6/21/21,Putnam,87,93
6/21/21,Queens,5638,6950
6/21/21,Rensselaer,117,143
6/21/21,Richmond,1137,1162
6/21/21,Rockland,716,754
6/21/21,Saratoga,120,168
6/21/21,Schenectady,197,205
6/21/21,Schoharie,4,17
6/21/21,Schuyler,4,14
6/21/21,Seneca,30,56
6/21/21,St. Lawrence,89,97
6/21/21,Statewide Total,42936,42936
6/21/21,Steuben,120,145
6/21/21,Suffolk,3430,3401
6/21/21,Sullivan,62,76
6/21/21,Tioga,39,63
6/21/21,Tompkins,53,52
6/21/21,Ulster,150,257
6/21/21,Warren,80,57
6/21/21,Washington,32,55
6/21/21,Wayne,41,71
6/21/21,Westchester,2479,2291
6/21/21,Wyoming,38,53
6/21/21,Yates,20,26
6/22/20,Albany,157,108
6/22/20,Allegany,0,2
6/22/20,Bronx,3033,3305
6/22/20,Broome,61,58
6/22/20,Cattaraugus,5,6
6/22/20,Cayuga,1,2
6/22/20,Chautauqua,4,3
6/22/20,Chemung,5,2
6/22/20,Chenango,3,6
6/22/20,Clinton,4,4
6/22/20,Columbia,43,47
6/22/20,Cortland,0,1
6/22/20,Delaware,0,4
6/22/20,Dutchess,159,151
6/22/20,Erie,593,568
6/22/20,Essex,0,0
6/22/20,Franklin,0,0
6/22/20,Fulton,18,26
6/22/20,Genesee,6,5
6/22/20,Greene,5,13
6/22/20,Hamilton,0,1
6/22/20,Herkimer,1,3
6/22/20,Jefferson,0,0
6/22/20,Kings,4514,4999
6/22/20,Lewis,0,5
6/22/20,Livingston,4,4
6/22/20,Madison,4,9
6/22/20,Manhattan,3309,2056
6/22/20,Monroe,256,239
6/22/20,Montgomery,5,4
6/22/20,Nassau,2686,2179
6/22/20,Niagara,65,84
6/22/20,Non-NYS,0,101
6/22/20,Oneida,89,90
6/22/20,Onondaga,171,161
6/22/20,Ontario,25,26
6/22/20,Orange,396,398
6/22/20,Orleans,38,51
6/22/20,Oswego,0,2
6/22/20,Otsego,6,4
6/22/20,Putnam,60,62
6/22/20,Queens,4015,5036
6/22/20,Rensselaer,37,31
6/22/20,Richmond,742,743
6/22/20,Rockland,469,506
6/22/20,Saratoga,5,15
6/22/20,Schenectady,33,33
6/22/20,Schoharie,0,2
6/22/20,Schuyler,0,0
6/22/20,Seneca,0,1
6/22/20,St. Lawrence,3,3
6/22/20,Statewide Total,24766,24766
6/22/20,Steuben,19,29
6/22/20,Suffolk,2018,1970
6/22/20,Sullivan,31,35
6/22/20,Tioga,18,19
6/22/20,Tompkins,2,0
6/22/20,Ulster,49,81
6/22/20,Warren,31,30
6/22/20,Washington,11,14
6/22/20,Wayne,1,2
6/22/20,Westchester,1547,1416
6/22/20,Wyoming,3,5
6/22/20,Yates,6,6
6/22/21,Albany,583,357
6/22/21,Allegany,57,87
6/22/21,Bronx,4138,4564
6/22/21,Broome,405,366
6/22/21,Cattaraugus,93,91
6/22/21,Cayuga,77,92
6/22/21,Chautauqua,138,145
6/22/21,Chemung,173,136
6/22/21,Chenango,54,76
6/22/21,Clinton,38,33
6/22/21,Columbia,105,104
6/22/21,Cortland,60,63
6/22/21,Delaware,17,39
6/22/21,Dutchess,477,446
6/22/21,Erie,2007,1811
6/22/21,Essex,19,26
6/22/21,Franklin,10,12
6/22/21,Fulton,61,92
6/22/21,Genesee,107,124
6/22/21,Greene,30,79
6/22/21,Hamilton,0,2
6/22/21,Herkimer,53,109
6/22/21,Jefferson,58,68
6/22/21,Kings,6584,7316
6/22/21,Lewis,13,36
6/22/21,Livingston,36,60
6/22/21,Madison,77,89
6/22/21,Manhattan,4978,3034
6/22/21,Monroe,1257,1114
6/22/21,Montgomery,107,127
6/22/21,Nassau,3841,3178
6/22/21,Niagara,234,374
6/22/21,Non-NYS,0,250
6/22/21,Oneida,531,516
6/22/21,Onondaga,791,678
6/22/21,Ontario,117,93
6/22/21,Orange,745,723
6/22/21,Orleans,49,83
6/22/21,Oswego,67,92
6/22/21,Otsego,69,47
6/22/21,Putnam,87,93
6/22/21,Queens,5638,6950
6/22/21,Rensselaer,117,143
6/22/21,Richmond,1137,1162
6/22/21,Rockland,717,755
6/22/21,Saratoga,120,168
6/22/21,Schenectady,197,205
6/22/21,Schoharie,4,17
6/22/21,Schuyler,4,14
6/22/21,Seneca,30,57
6/22/21,St. Lawrence,89,97
6/22/21,Statewide Total,42942,42942
6/22/21,Steuben,121,146
6/22/21,Suffolk,3430,3401
6/22/21,Sullivan,62,76
6/22/21,Tioga,39,63
6/22/21,Tompkins,53,52
6/22/21,Ulster,150,257
6/22/21,Warren,80,57
6/22/21,Washington,32,55
6/22/21,Wayne,41,71
6/22/21,Westchester,2480,2292
6/22/21,Wyoming,38,53
6/22/21,Yates,20,26
6/23/20,Albany,157,108
6/23/20,Allegany,0,2
6/23/20,Bronx,3033,3306
6/23/20,Broome,61,58
6/23/20,Cattaraugus,5,6
6/23/20,Cayuga,1,2
6/23/20,Chautauqua,4,3
6/23/20,Chemung,5,2
6/23/20,Chenango,3,6
6/23/20,Clinton,4,4
6/23/20,Columbia,43,47
6/23/20,Cortland,0,1
6/23/20,Delaware,0,4
6/23/20,Dutchess,159,151
6/23/20,Erie,593,568
6/23/20,Essex,0,0
6/23/20,Franklin,0,0
6/23/20,Fulton,18,26
6/23/20,Genesee,6,5
6/23/20,Greene,5,13
6/23/20,Hamilton,0,1
6/23/20,Herkimer,1,3
6/23/20,Jefferson,0,0
6/23/20,Kings,4516,5000
6/23/20,Lewis,0,5
6/23/20,Livingston,4,4
6/23/20,Madison,4,9
6/23/20,Manhattan,3310,2057
6/23/20,Monroe,257,240
6/23/20,Montgomery,5,4
6/23/20,Nassau,2687,2180
6/23/20,Niagara,66,85
6/23/20,Non-NYS,0,101
6/23/20,Oneida,90,91
6/23/20,Onondaga,174,163
6/23/20,Ontario,25,26
6/23/20,Orange,396,398
6/23/20,Orleans,38,51
6/23/20,Oswego,0,3
6/23/20,Otsego,6,4
6/23/20,Putnam,60,62
6/23/20,Queens,4018,5040
6/23/20,Rensselaer,37,31
6/23/20,Richmond,742,743
6/23/20,Rockland,469,506
6/23/20,Saratoga,5,15
6/23/20,Schenectady,33,33
6/23/20,Schoharie,0,2
6/23/20,Schuyler,0,0
6/23/20,Seneca,0,1
6/23/20,St. Lawrence,3,3
6/23/20,Statewide Total,24782,24782
6/23/20,Steuben,19,29
6/23/20,Suffolk,2020,1972
6/23/20,Sullivan,31,35
6/23/20,Tioga,18,19
6/23/20,Tompkins,2,0
6/23/20,Ulster,49,81
6/23/20,Warren,31,30
6/23/20,Washington,11,14
6/23/20,Wayne,1,2
6/23/20,Westchester,1548,1416
6/23/20,Wyoming,3,5
6/23/20,Yates,6,6
6/24/20,Albany,159,108
6/24/20,Allegany,0,2
6/24/20,Bronx,3035,3309
6/24/20,Broome,61,58
6/24/20,Cattaraugus,5,6
6/24/20,Cayuga,1,2
6/24/20,Chautauqua,4,3
6/24/20,Chemung,5,2
6/24/20,Chenango,3,6
6/24/20,Clinton,4,4
6/24/20,Columbia,43,47
6/24/20,Cortland,0,1
6/24/20,Delaware,0,4
6/24/20,Dutchess,159,151
6/24/20,Erie,594,569
6/24/20,Essex,0,0
6/24/20,Franklin,0,0
6/24/20,Fulton,18,26
6/24/20,Genesee,6,5
6/24/20,Greene,5,13
6/24/20,Hamilton,0,1
6/24/20,Herkimer,1,3
6/24/20,Jefferson,0,0
6/24/20,Kings,4517,5001
6/24/20,Lewis,0,5
6/24/20,Livingston,4,4
6/24/20,Madison,4,9
6/24/20,Manhattan,3313,2060
6/24/20,Monroe,258,241
6/24/20,Montgomery,5,4
6/24/20,Nassau,2688,2180
6/24/20,Niagara,66,85
6/24/20,Non-NYS,0,102
6/24/20,Oneida,90,91
6/24/20,Onondaga,174,163
6/24/20,Ontario,25,26
6/24/20,Orange,397,399
6/24/20,Orleans,38,51
6/24/20,Oswego,0,3
6/24/20,Otsego,6,4
6/24/20,Putnam,60,62
6/24/20,Queens,4020,5042
6/24/20,Rensselaer,37,32
6/24/20,Richmond,742,743
6/24/20,Rockland,469,506
6/24/20,Saratoga,5,15
