"","county","aqi","pollutant","number_of_sites_reporting","date","deaths"
"7813","Kings",25,"PM2.5",3,2021-03-02,6490
"7814","Kings",33,"PM2.5",2,2021-03-03,6497
"7815","Kings",27,"PM2.5",2,2021-03-04,6513
"7816","Kings",15,"PM2.5",3,2021-03-05,6524
"7817","Kings",18,"PM2.5",2,2021-03-06,6532
"7818","Kings",16,"PM2.5",2,2021-03-07,6542
"7819","Kings",24,"PM2.5",3,2021-03-08,6558
"7820","Kings",38,"PM2.5",2,2021-03-09,6568
"7821","Kings",38,"PM2.5",2,2021-03-10,6581
"7822","Kings",68,"PM2.5",3,2021-03-11,6598
"7823","Kings",33,"PM2.5",2,2021-03-12,6612
"7824","Kings",17,"PM2.5",2,2021-03-13,6629
"7825","Kings",21,"PM2.5",3,2021-03-14,6645
"7826","Kings",19,"PM2.5",2,2021-03-15,6654
"7827","Kings",22,"PM2.5",2,2021-03-16,6668
"7828","Kings",30,"PM2.5",3,2021-03-17,6678
"7829","Kings",12,"PM2.5",2,2021-03-18,6684
"7830","Kings",22,"PM2.5",2,2021-03-19,6697
"7831","Kings",29,"PM2.5",3,2021-03-20,6706
"7832","Kings",41,"PM2.5",2,2021-03-21,6712
"7833","Kings",35,"PM2.5",2,2021-03-22,6726
"7834","Kings",28,"PM2.5",3,2021-03-23,6741
"7835","Kings",24,"PM2.5",2,2021-03-24,6746
"7836","Kings",26,"PM2.5",2,2021-03-25,6755
"7837","Kings",19,"PM2.5",3,2021-03-26,6769
"7838","Kings",21,"PM2.5",2,2021-03-27,6792
"7839","Kings",14,"PM2.5",2,2021-03-28,6803
"7840","Kings",25,"PM2.5",3,2021-03-29,6813
"7841","Kings",24,"PM2.5",2,2021-03-30,6825
"7842","Kings",21,"PM2.5",2,2021-03-31,6836
"7843","Monroe",35,"PM2.5",2,2021-01-01,587
"7844","Monroe",32,"PM2.5",2,2021-01-02,593
"7845","Monroe",37,"PM2.5",2,2021-01-03,603
"7846","Monroe",40,"PM2.5",2,2021-01-04,615
"7847","Monroe",52,"PM2.5",2,2021-01-05,630
"7848","Monroe",30,"Ozone",2,2021-01-06,642
"7849","Monroe",30,"Ozone",2,2021-01-07,656
"7850","Monroe",27,"Ozone",2,2021-01-08,670
"7851","Monroe",31,"Ozone",2,2021-01-09,679
"7852","Monroe",45,"PM2.5",2,2021-01-10,698
"7853","Monroe",56,"PM2.5",2,2021-01-11,712
"7854","Monroe",62,"PM2.5",2,2021-01-12,724
"7855","Monroe",58,"PM2.5",2,2021-01-13,730
"7856","Monroe",78,"PM2.5",2,2021-01-14,737
"7857","Monroe",70,"PM2.5",2,2021-01-15,742
"7858","Monroe",43,"PM2.5",2,2021-01-16,753
"7859","Monroe",37,"PM2.5",2,2021-01-17,760
"7860","Monroe",31,"PM2.5",2,2021-01-18,769
"7861","Monroe",34,"PM2.5",2,2021-01-19,780
"7862","Monroe",30,"Ozone",2,2021-01-20,791
"7863","Monroe",38,"PM2.5",2,2021-01-21,804
"7864","Monroe",33,"PM2.5",2,2021-01-22,816
"7865","Monroe",34,"Ozone",2,2021-01-23,822
"7866","Monroe",38,"PM2.5",2,2021-01-24,826
"7867","Monroe",46,"PM2.5",2,2021-01-25,836
"7868","Monroe",35,"PM2.5",2,2021-01-26,848
"7869","Monroe",35,"PM2.5",2,2021-01-27,857
"7870","Monroe",32,"Ozone",2,2021-01-28,863
"7871","Monroe",19,"PM2.5",2,2021-01-29,869
"7872","Monroe",43,"PM2.5",2,2021-01-30,873
"7873","Monroe",48,"PM2.5",2,2021-01-31,878
"7874","Monroe",34,"PM2.5",2,2021-02-01,889
"7875","Monroe",35,"Ozone",2,2021-02-02,897
"7876","Monroe",34,"Ozone",2,2021-02-03,901
"7877","Monroe",37,"Ozone",2,2021-02-04,910
"7878","Monroe",37,"Ozone",2,2021-02-05,921
"7879","Monroe",47,"PM2.5",2,2021-02-06,925
"7880","Monroe",37,"PM2.5",2,2021-02-07,931
"7881","Monroe",39,"PM2.5",2,2021-02-08,934
"7882","Monroe",54,"PM2.5",2,2021-02-09,939
"7883","Monroe",48,"PM2.5",2,2021-02-10,946
"7884","Monroe",44,"PM2.5",2,2021-02-11,950
"7885","Monroe",34,"PM2.5",2,2021-02-12,952
"7886","Monroe",34,"Ozone",2,2021-02-13,954
"7887","Monroe",48,"PM2.5",2,2021-02-14,954
"7888","Monroe",53,"PM2.5",2,2021-02-15,957
"7889","Monroe",31,"Ozone",2,2021-02-16,960
"7890","Monroe",33,"PM2.5",2,2021-02-17,964
"7891","Monroe",46,"PM2.5",2,2021-02-18,968
"7892","Monroe",52,"PM2.5",2,2021-02-19,969
"7893","Monroe",52,"PM2.5",2,2021-02-20,972
"7894","Monroe",55,"PM2.5",2,2021-02-21,976
"7895","Monroe",48,"PM2.5",2,2021-02-22,976
"7896","Monroe",54,"PM2.5",2,2021-02-23,977
"7897","Monroe",49,"Ozone",2,2021-02-24,980
"7898","Monroe",36,"Ozone",2,2021-02-25,982
"7899","Monroe",39,"Ozone",2,2021-02-26,986
"7900","Monroe",38,"Ozone",2,2021-02-27,989
"7901","Monroe",44,"PM2.5",2,2021-02-28,991
"7902","Monroe",36,"Ozone",2,2021-03-01,992
"7903","Monroe",35,"Ozone",2,2021-03-02,992
"7904","Monroe",49,"PM2.5",2,2021-03-03,993
"7905","Monroe",37,"Ozone",2,2021-03-04,994
"7906","Monroe",39,"Ozone",2,2021-03-05,997
"7907","Monroe",34,"Ozone",2,2021-03-06,998
"7908","Monroe",37,"Ozone",2,2021-03-07,999
"7909","Monroe",38,"Ozone",2,2021-03-08,999
"7910","Monroe",51,"PM2.5",2,2021-03-09,1000
"7911","Monroe",55,"PM2.5",2,2021-03-10,1001
"7912","Monroe",58,"PM2.5",2,2021-03-11,1001
"7913","Monroe",39,"Ozone",1,2021-03-12,1003
"7914","Monroe",38,"Ozone",1,2021-03-13,1004
"7915","Monroe",40,"Ozone",2,2021-03-14,1005
"7916","Monroe",38,"Ozone",2,2021-03-15,1007
"7917","Monroe",35,"PM2.5",2,2021-03-16,1008
"7918","Monroe",60,"PM2.5",2,2021-03-17,1010
"7919","Monroe",53,"PM2.5",2,2021-03-18,1010
"7920","Monroe",38,"Ozone",2,2021-03-19,1011
"7921","Monroe",42,"Ozone",2,2021-03-20,1012
"7922","Monroe",43,"Ozone",2,2021-03-21,1013
"7923","Monroe",49,"Ozone",2,2021-03-22,1013
"7924","Monroe",49,"Ozone",2,2021-03-23,1014
"7925","Monroe",33,"Ozone",2,2021-03-24,1014
"7926","Monroe",44,"Ozone",2,2021-03-25,1015
"7927","Monroe",27,"Ozone",2,2021-03-26,1017
"7928","Monroe",28,"Ozone",2,2021-03-27,1017
"7929","Monroe",34,"Ozone",2,2021-03-28,1018
"7930","Monroe",37,"Ozone",2,2021-03-29,1018
"7931","Monroe",46,"Ozone",2,2021-03-30,1020
"7932","Monroe",43,"Ozone",2,2021-03-31,1020
"7933","Nassau",35,"PM2.5",1,2021-01-01,2409
"7934","Nassau",34,"PM2.5",1,2021-01-02,2420
"7935","Nassau",35,"PM2.5",1,2021-01-03,2428
"7936","Nassau",30,"PM2.5",1,2021-01-04,2431
"7937","Nassau",28,"PM2.5",1,2021-01-05,2445
"7938","Nassau",34,"PM2.5",1,2021-01-06,2452
"7939","Nassau",27,"PM2.5",1,2021-01-07,2462
"7940","Nassau",27,"PM2.5",1,2021-01-08,2470
"7941","Nassau",29,"PM2.5",1,2021-01-09,2482
"7942","Nassau",42,"PM2.5",1,2021-01-10,2489
"7943","Nassau",58,"PM2.5",1,2021-01-11,2496
"7944","Nassau",64,"PM2.5",1,2021-01-12,2504
"7945","Nassau",62,"PM2.5",1,2021-01-13,2508
"7946","Nassau",61,"PM2.5",1,2021-01-14,2518
"7947","Nassau",51,"PM2.5",1,2021-01-15,2529
"7948","Nassau",21,"PM2.5",1,2021-01-16,2540
"7949","Nassau",35,"PM2.5",1,2021-01-17,2551
"7950","Nassau",35,"PM2.5",1,2021-01-18,2563
"7951","Nassau",38,"PM2.5",1,2021-01-19,2581
"7952","Nassau",33,"PM2.5",1,2021-01-20,2589
"7953","Nassau",41,"PM2.5",1,2021-01-21,2597
"7954","Nassau",40,"PM2.5",1,2021-01-22,2604
"7955","Nassau",26,"PM2.5",1,2021-01-23,2615
"7956","Nassau",22,"PM2.5",1,2021-01-24,2625
"7957","Nassau",26,"PM2.5",1,2021-01-25,2635
"7958","Nassau",25,"PM2.5",1,2021-01-26,2648
"7959","Nassau",34,"PM2.5",1,2021-01-27,2655
"7960","Nassau",26,"PM2.5",1,2021-01-28,2663
"7961","Nassau",22,"PM2.5",1,2021-01-29,2666
"7962","Nassau",26,"PM2.5",1,2021-01-30,2677
"7963","Nassau",18,"PM2.5",1,2021-02-01,2693
"7964","Nassau",16,"PM2.5",1,2021-02-02,2702
"7965","Nassau",20,"PM2.5",1,2021-02-03,2711
"7966","Nassau",19,"PM2.5",1,2021-02-04,2725
"7967","Nassau",40,"PM2.5",1,2021-02-06,2745
"7968","Nassau",42,"PM2.5",1,2021-02-07,2757
"7969","Nassau",34,"PM2.5",1,2021-02-08,2768
"7970","Nassau",40,"PM2.5",1,2021-02-09,2781
"7971","Nassau",45,"PM2.5",1,2021-02-10,2790
"7972","Nassau",33,"PM2.5",1,2021-02-11,2798
"7973","Nassau",25,"PM2.5",1,2021-02-12,2806
"7974","Nassau",23,"PM2.5",1,2021-02-13,2812
"7975","Nassau",34,"PM2.5",1,2021-02-14,2824
"7976","Nassau",30,"PM2.5",1,2021-02-15,2830
"7977","Nassau",19,"PM2.5",1,2021-02-16,2841
"7978","Nassau",31,"PM2.5",1,2021-02-17,2846
"7979","Nassau",19,"PM2.5",1,2021-02-18,2854
"7980","Nassau",23,"PM2.5",1,2021-02-19,2863
"7981","Nassau",38,"PM2.5",1,2021-02-20,2867
"7982","Nassau",35,"PM2.5",1,2021-02-21,2875
"7983","Nassau",24,"PM2.5",1,2021-02-22,2879
"7984","Nassau",42,"PM2.5",1,2021-02-23,2890
"7985","Nassau",30,"PM2.5",1,2021-02-24,2896
"7986","Nassau",30,"PM2.5",1,2021-02-25,2903
"7987","Nassau",24,"PM2.5",1,2021-02-26,2907
"7988","Nassau",21,"PM2.5",1,2021-02-27,2914
"7989","Nassau",23,"PM2.5",1,2021-02-28,2918
"7990","Nassau",19,"PM2.5",1,2021-03-01,2926
"7991","Nassau",18,"PM2.5",1,2021-03-02,2930
"7992","Nassau",25,"PM2.5",1,2021-03-03,2935
"7993","Nassau",16,"PM2.5",1,2021-03-04,2943
"7994","Nassau",10,"PM2.5",1,2021-03-05,2951
"7995","Nassau",18,"PM2.5",1,2021-03-06,2956
"7996","Nassau",17,"PM2.5",1,2021-03-07,2962
"7997","Nassau",20,"PM2.5",1,2021-03-08,2967
"7998","Nassau",42,"PM2.5",1,2021-03-09,2971
"7999","Nassau",29,"PM2.5",1,2021-03-10,2974
"8000","Nassau",59,"PM2.5",1,2021-03-11,2977
"8001","Nassau",32,"PM2.5",1,2021-03-12,2981
"8002","Nassau",17,"PM2.5",1,2021-03-13,2986
"8003","Nassau",20,"PM2.5",1,2021-03-14,2987
"8004","Nassau",18,"PM2.5",1,2021-03-15,2992
"8005","Nassau",16,"PM2.5",1,2021-03-16,2998
"8006","Nassau",19,"PM2.5",1,2021-03-17,3000
"8007","Nassau",8,"PM2.5",1,2021-03-18,3006
"8008","Nassau",22,"PM2.5",1,2021-03-19,3012
"8009","Nassau",24,"PM2.5",1,2021-03-20,3017
"8010","Nassau",34,"PM2.5",1,2021-03-21,3017
"8011","Nassau",29,"PM2.5",1,2021-03-22,3021
"8012","Nassau",17,"PM2.5",1,2021-03-23,3026
"8013","Nassau",15,"PM2.5",1,2021-03-24,3029
"8014","Nassau",14,"PM2.5",1,2021-03-25,3029
"8015","Nassau",18,"PM2.5",1,2021-03-26,3032
"8016","Nassau",20,"PM2.5",1,2021-03-27,3034
"8017","Nassau",11,"PM2.5",1,2021-03-28,3038
"8018","Nassau",20,"PM2.5",1,2021-03-29,3046
"8019","Nassau",22,"PM2.5",1,2021-03-30,3051
"8020","Nassau",15,"PM2.5",1,2021-03-31,3055
"8021","Niagara",27,"Ozone",1,2021-01-01,185
"8022","Niagara",26,"Ozone",1,2021-01-02,188
"8023","Niagara",26,"Ozone",1,2021-01-03,190
"8024","Niagara",22,"Ozone",1,2021-01-04,192
"8025","Niagara",20,"Ozone",1,2021-01-05,197
"8026","Niagara",31,"Ozone",1,2021-01-06,203
"8027","Niagara",31,"Ozone",1,2021-01-07,208
"8028","Niagara",29,"Ozone",1,2021-01-08,211
"8029","Niagara",32,"Ozone",1,2021-01-09,214
"8030","Niagara",28,"Ozone",1,2021-01-10,221
"8031","Niagara",26,"Ozone",1,2021-01-11,224
"8032","Niagara",25,"Ozone",1,2021-01-12,227
"8033","Niagara",20,"Ozone",1,2021-01-13,229
"8034","Niagara",17,"Ozone",1,2021-01-14,233
"8035","Niagara",21,"Ozone",1,2021-01-15,235
"8036","Niagara",26,"Ozone",1,2021-01-16,239
"8037","Niagara",23,"Ozone",1,2021-01-17,241
"8038","Niagara",28,"Ozone",1,2021-01-18,244
"8039","Niagara",28,"Ozone",1,2021-01-19,248
"8040","Niagara",31,"Ozone",1,2021-01-20,251
"8041","Niagara",29,"Ozone",1,2021-01-21,251
"8042","Niagara",31,"Ozone",1,2021-01-22,253
"8043","Niagara",35,"Ozone",1,2021-01-23,258
"8044","Niagara",37,"Ozone",1,2021-01-24,265
"8045","Niagara",34,"Ozone",1,2021-01-25,267
"8046","Niagara",31,"Ozone",1,2021-01-26,269
"8047","Niagara",33,"Ozone",1,2021-01-27,270
"8048","Niagara",36,"Ozone",1,2021-01-28,271
"8049","Niagara",36,"Ozone",1,2021-01-29,275
"8050","Niagara",34,"Ozone",1,2021-01-30,276
"8051","Niagara",39,"Ozone",1,2021-01-31,277
"8052","Niagara",37,"Ozone",1,2021-02-01,279
"8053","Niagara",35,"Ozone",1,2021-02-02,281
"8054","Niagara",38,"Ozone",1,2021-02-03,281
"8055","Niagara",40,"Ozone",1,2021-02-04,284
"8056","Niagara",37,"Ozone",1,2021-02-05,285
"8057","Niagara",36,"Ozone",1,2021-02-06,286
"8058","Niagara",37,"Ozone",1,2021-02-07,286
"8059","Niagara",33,"Ozone",1,2021-02-08,288
"8060","Niagara",35,"Ozone",1,2021-02-09,291
"8061","Niagara",38,"Ozone",1,2021-02-10,293
"8062","Niagara",36,"Ozone",1,2021-02-11,294
"8063","Niagara",34,"Ozone",1,2021-02-12,294
"8064","Niagara",36,"Ozone",1,2021-02-13,296
"8065","Niagara",34,"Ozone",1,2021-02-14,296
"8066","Niagara",38,"Ozone",1,2021-02-15,297
"8067","Niagara",36,"Ozone",1,2021-02-16,300
"8068","Niagara",38,"Ozone",1,2021-02-18,301
"8069","Niagara",38,"Ozone",1,2021-02-19,303
"8070","Niagara",42,"Ozone",1,2021-02-20,304
"8071","Niagara",54,"Ozone",1,2021-02-21,305
"8072","Niagara",47,"Ozone",1,2021-02-22,305
"8073","Niagara",44,"Ozone",1,2021-02-23,309
"8074","Niagara",61,"Ozone",1,2021-02-24,313
"8075","Niagara",37,"Ozone",1,2021-02-25,311
"8076","Niagara",40,"Ozone",1,2021-02-26,311
"8077","Niagara",36,"Ozone",1,2021-02-27,312
"8078","Niagara",36,"Ozone",1,2021-02-28,312
"8079","Niagara",37,"Ozone",1,2021-03-01,312
"8080","Niagara",37,"Ozone",1,2021-03-02,312
"8081","Niagara",33,"Ozone",1,2021-03-03,312
"8082","Niagara",37,"Ozone",1,2021-03-04,314
"8083","Niagara",39,"Ozone",1,2021-03-05,315
"8084","Niagara",35,"Ozone",1,2021-03-06,316
"8085","Niagara",38,"Ozone",1,2021-03-07,316
"8086","Niagara",43,"Ozone",1,2021-03-08,317
"8087","Niagara",33,"Ozone",1,2021-03-09,319
"8088","Niagara",61,"Ozone",1,2021-03-10,320
"8089","Niagara",48,"Ozone",1,2021-03-11,320
"8090","Niagara",37,"Ozone",1,2021-03-12,321
"8091","Niagara",39,"Ozone",1,2021-03-13,321
"8092","Niagara",39,"Ozone",1,2021-03-14,323
"8093","Niagara",37,"Ozone",1,2021-03-15,323
"8094","Niagara",31,"Ozone",1,2021-03-16,323
"8095","Niagara",34,"Ozone",1,2021-03-17,323
"8096","Niagara",36,"Ozone",1,2021-03-18,323
"8097","Niagara",38,"Ozone",1,2021-03-19,323
"8098","Niagara",42,"Ozone",1,2021-03-20,324
"8099","Niagara",44,"Ozone",1,2021-03-21,326
"8100","Niagara",51,"Ozone",1,2021-03-22,326
"8101","Niagara",47,"Ozone",1,2021-03-23,326
"8102","Niagara",34,"Ozone",1,2021-03-24,326
"8103","Niagara",41,"Ozone",1,2021-03-25,327
"8104","Niagara",26,"Ozone",1,2021-03-26,327
"8105","Niagara",24,"Ozone",1,2021-03-27,328
"8106","Niagara",29,"Ozone",1,2021-03-28,328
"8107","Niagara",33,"Ozone",1,2021-03-29,328
"8108","Niagara",44,"Ozone",1,2021-03-30,329
"8109","Niagara",39,"Ozone",1,2021-03-31,329
"8110","Oneida",27,"PM2.5",1,2021-01-01,255
"8111","Oneida",34,"PM2.5",1,2021-01-02,260
"8112","Oneida",35,"PM2.5",1,2021-01-03,268
"8113","Oneida",42,"PM2.5",1,2021-01-04,276
"8114","Oneida",37,"PM2.5",1,2021-01-05,282
"8115","Oneida",31,"PM2.5",1,2021-01-06,287
"8116","Oneida",25,"PM2.5",1,2021-01-07,288
"8117","Oneida",28,"PM2.5",1,2021-01-08,293
"8118","Oneida",33,"PM2.5",1,2021-01-09,300
"8119","Oneida",37,"PM2.5",1,2021-01-10,310
"8120","Oneida",43,"PM2.5",1,2021-01-11,314
"8121","Oneida",39,"PM2.5",1,2021-01-12,320
"8122","Oneida",58,"PM2.5",1,2021-01-15,335
"8123","Oneida",22,"PM2.5",1,2021-01-16,341
"8124","Oneida",32,"PM2.5",1,2021-01-17,342
"8125","Oneida",25,"PM2.5",1,2021-01-18,349
"8126","Oneida",29,"PM2.5",1,2021-01-19,352
"8127","Oneida",24,"PM2.5",1,2021-01-20,358
"8128","Oneida",32,"PM2.5",1,2021-01-21,369
"8129","Oneida",28,"PM2.5",1,2021-01-22,369
"8130","Oneida",26,"PM2.5",1,2021-01-23,373
"8131","Oneida",20,"PM2.5",1,2021-01-24,375
"8132","Oneida",44,"PM2.5",1,2021-01-25,378
"8133","Oneida",33,"PM2.5",1,2021-01-26,383
"8134","Oneida",35,"PM2.5",1,2021-01-27,390
"8135","Oneida",22,"PM2.5",1,2021-01-28,395
"8136","Oneida",20,"PM2.5",1,2021-01-29,399
"8137","Oneida",19,"PM2.5",1,2021-01-30,405
"8138","Oneida",27,"PM2.5",1,2021-01-31,413
"8139","Oneida",30,"PM2.5",1,2021-02-01,418
"8140","Oneida",26,"PM2.5",1,2021-02-02,426
"8141","Oneida",21,"PM2.5",1,2021-02-03,429
"8142","Oneida",28,"PM2.5",1,2021-02-04,431
"8143","Oneida",28,"PM2.5",1,2021-02-07,443
"8144","Oneida",31,"PM2.5",1,2021-02-08,446
"8145","Oneida",35,"PM2.5",1,2021-02-09,447
"8146","Oneida",37,"PM2.5",1,2021-02-10,452
"8147","Oneida",38,"PM2.5",1,2021-02-11,456
"8148","Oneida",35,"PM2.5",1,2021-02-12,458
"8149","Oneida",30,"PM2.5",1,2021-02-13,459
"8150","Oneida",27,"PM2.5",1,2021-02-14,460
"8151","Oneida",29,"PM2.5",1,2021-02-15,462
"8152","Oneida",26,"PM2.5",1,2021-02-16,462
"8153","Oneida",31,"PM2.5",1,2021-02-17,466
"8154","Oneida",28,"PM2.5",1,2021-02-18,468
"8155","Oneida",23,"PM2.5",1,2021-02-19,471
"8156","Oneida",32,"PM2.5",1,2021-02-20,472
"8157","Oneida",32,"PM2.5",1,2021-02-21,472
"8158","Oneida",25,"PM2.5",1,2021-02-22,473
"8159","Oneida",41,"PM2.5",1,2021-02-23,475
"8160","Oneida",22,"PM2.5",1,2021-02-24,475
"8161","Oneida",25,"PM2.5",1,2021-02-26,475
"8162","Oneida",27,"PM2.5",1,2021-02-27,476
"8163","Oneida",30,"PM2.5",1,2021-02-28,478
"8164","Oneida",14,"PM2.5",1,2021-03-02,480
"8165","Oneida",33,"PM2.5",1,2021-03-03,480
"8166","Oneida",16,"PM2.5",1,2021-03-04,481
"8167","Oneida",13,"PM2.5",1,2021-03-05,481
"8168","Oneida",18,"PM2.5",1,2021-03-06,481
"8169","Oneida",21,"PM2.5",1,2021-03-07,481
"8170","Oneida",29,"PM2.5",1,2021-03-08,481
"8171","Oneida",49,"PM2.5",1,2021-03-09,481
"8172","Oneida",31,"PM2.5",1,2021-03-10,483
"8173","Oneida",55,"PM2.5",1,2021-03-11,483
"8174","Oneida",8,"PM2.5",1,2021-03-12,485
"8175","Oneida",0,"PM2.5",1,2021-03-13,486
"8176","Oneida",8,"PM2.5",1,2021-03-14,486
"8177","Oneida",3,"PM2.5",1,2021-03-15,486
"8178","Oneida",10,"PM2.5",1,2021-03-16,486
"8179","Oneida",25,"PM2.5",1,2021-03-17,487
"8180","Oneida",21,"PM2.5",1,2021-03-18,487
"8181","Oneida",11,"PM2.5",1,2021-03-19,487
"8182","Oneida",16,"PM2.5",1,2021-03-20,487
"8183","Oneida",22,"PM2.5",1,2021-03-21,488
"8184","Oneida",22,"PM2.5",1,2021-03-22,490
"8185","Oneida",24,"PM2.5",1,2021-03-23,491
"8186","Oneida",10,"PM2.5",1,2021-03-24,492
"8187","Oneida",13,"PM2.5",1,2021-03-25,492
"8188","Oneida",8,"PM2.5",1,2021-03-26,493
"8189","Oneida",1,"PM2.5",1,2021-03-27,493
"8190","Oneida",0,"PM2.5",1,2021-03-28,493
"8191","Oneida",7,"PM2.5",1,2021-03-29,494
"8192","Oneida",7,"PM2.5",1,2021-03-30,494
"8193","Oneida",11,"PM2.5",1,2021-03-31,494
"8194","Onondaga",30,"Ozone",1,2021-01-01,434
"8195","Onondaga",24,"Ozone",1,2021-01-02,439
"8196","Onondaga",31,"PM2.5",1,2021-01-03,448
"8197","Onondaga",40,"PM2.5",1,2021-01-04,454
"8198","Onondaga",43,"PM2.5",1,2021-01-05,465
"8199","Onondaga",29,"Ozone",1,2021-01-06,475
"8200","Onondaga",29,"Ozone",1,2021-01-07,487
"8201","Onondaga",26,"Ozone",1,2021-01-08,495
"8202","Onondaga",32,"Ozone",1,2021-01-09,496
"8203","Onondaga",28,"PM2.5",1,2021-01-10,501
"8204","Onondaga",53,"PM2.5",1,2021-01-11,505
"8205","Onondaga",56,"PM2.5",1,2021-01-12,508
"8206","Onondaga",55,"PM2.5",1,2021-01-13,511
"8207","Onondaga",63,"PM2.5",1,2021-01-14,517
"8208","Onondaga",64,"PM2.5",1,2021-01-15,520
"8209","Onondaga",45,"PM2.5",1,2021-01-16,524
"8210","Onondaga",36,"PM2.5",1,2021-01-17,528
"8211","Onondaga",19,"PM2.5",1,2021-01-18,533
"8212","Onondaga",30,"PM2.5",1,2021-01-19,535
"8213","Onondaga",32,"Ozone",1,2021-01-20,537
"8214","Onondaga",31,"PM2.5",1,2021-01-21,541
"8215","Onondaga",29,"Ozone",1,2021-01-22,547
"8216","Onondaga",31,"Ozone",1,2021-01-23,550
"8217","Onondaga",33,"Ozone",1,2021-01-24,552
"8218","Onondaga",31,"Ozone",1,2021-01-25,555
"8219","Onondaga",36,"PM2.5",1,2021-01-26,560
"8220","Onondaga",31,"Ozone",1,2021-01-27,566
"8221","Onondaga",32,"Ozone",1,2021-01-28,567
"8222","Onondaga",31,"Ozone",1,2021-01-29,570
"8223","Onondaga",32,"Ozone",1,2021-01-30,572
"8224","Onondaga",31,"Ozone",1,2021-01-31,574
"8225","Onondaga",34,"Ozone",1,2021-02-01,576
"8226","Onondaga",38,"PM2.5",1,2021-02-02,580
"8227","Onondaga",35,"Ozone",1,2021-02-03,584
"8228","Onondaga",35,"Ozone",1,2021-02-04,587
"8229","Onondaga",37,"Ozone",1,2021-02-05,588
"8230","Onondaga",37,"Ozone",1,2021-02-06,592
"8231","Onondaga",35,"Ozone",1,2021-02-07,594
"8232","Onondaga",36,"Ozone",1,2021-02-08,600
"8233","Onondaga",52,"PM2.5",1,2021-02-09,602
"8234","Onondaga",41,"PM2.5",1,2021-02-10,603
"8235","Onondaga",38,"PM2.5",1,2021-02-11,605
"8236","Onondaga",33,"PM2.5",1,2021-02-12,607
"8237","Onondaga",35,"Ozone",1,2021-02-13,607
"8238","Onondaga",36,"PM2.5",1,2021-02-14,607
"8239","Onondaga",44,"PM2.5",1,2021-02-15,608
"8240","Onondaga",32,"PM2.5",1,2021-02-16,611
"8241","Onondaga",33,"Ozone",1,2021-02-17,612
"8242","Onondaga",34,"Ozone",1,2021-02-18,613
"8243","Onondaga",41,"PM2.5",1,2021-02-19,616
"8244","Onondaga",39,"Ozone",1,2021-02-20,617
"8245","Onondaga",41,"Ozone",1,2021-02-21,617
"8246","Onondaga",44,"Ozone",1,2021-02-22,620
"8247","Onondaga",46,"PM2.5",1,2021-02-23,620
"8248","Onondaga",49,"Ozone",1,2021-02-24,622
"8249","Onondaga",37,"Ozone",1,2021-02-25,626
"8250","Onondaga",40,"Ozone",1,2021-02-26,628
"8251","Onondaga",42,"Ozone",1,2021-02-27,630
"8252","Onondaga",39,"Ozone",1,2021-02-28,630
"8253","Onondaga",38,"Ozone",1,2021-03-01,634
"8254","Onondaga",38,"Ozone",1,2021-03-02,634
"8255","Onondaga",48,"PM2.5",1,2021-03-03,634
"8256","Onondaga",37,"Ozone",1,2021-03-04,635
"8257","Onondaga",40,"Ozone",1,2021-03-05,636
"8258","Onondaga",34,"Ozone",1,2021-03-06,636
"8259","Onondaga",38,"Ozone",1,2021-03-07,637
"8260","Onondaga",39,"Ozone",1,2021-03-08,639
"8261","Onondaga",49,"PM2.5",1,2021-03-09,640
"8262","Onondaga",54,"Ozone",1,2021-03-10,642
"8263","Onondaga",57,"PM2.5",1,2021-03-11,642
"8264","Onondaga",41,"Ozone",1,2021-03-12,644
"8265","Onondaga",38,"Ozone",1,2021-03-13,645
"8266","Onondaga",39,"Ozone",1,2021-03-14,645
"8267","Onondaga",38,"Ozone",1,2021-03-15,646
"8268","Onondaga",36,"Ozone",1,2021-03-16,646
"8269","Onondaga",49,"PM2.5",1,2021-03-17,646
"8270","Onondaga",54,"PM2.5",1,2021-03-18,646
"8271","Onondaga",38,"Ozone",1,2021-03-19,647
"8272","Onondaga",41,"Ozone",1,2021-03-20,648
"8273","Onondaga",43,"Ozone",1,2021-03-21,648
"8274","Onondaga",51,"Ozone",1,2021-03-22,648
"8275","Onondaga",51,"Ozone",1,2021-03-23,649
"8276","Onondaga",33,"Ozone",1,2021-03-24,650
"8277","Onondaga",43,"Ozone",1,2021-03-25,651
"8278","Onondaga",32,"Ozone",1,2021-03-26,651
"8279","Onondaga",28,"Ozone",1,2021-03-27,652
"8280","Onondaga",39,"Ozone",1,2021-03-28,654
"8281","Onondaga",40,"Ozone",1,2021-03-29,654
"8282","Onondaga",48,"Ozone",1,2021-03-30,654
"8283","Onondaga",42,"Ozone",1,2021-03-31,654
"8284","Orange",56,"PM2.5",2,2021-01-01,515
"8285","Orange",32,"PM2.5",2,2021-01-02,518
"8286","Orange",40,"PM2.5",2,2021-01-03,521
"8287","Orange",44,"PM2.5",2,2021-01-04,526
"8288","Orange",35,"PM2.5",2,2021-01-05,528
"8289","Orange",37,"PM2.5",2,2021-01-06,535
"8290","Orange",30,"Ozone",2,2021-01-07,540
"8291","Orange",24,"Ozone",2,2021-01-08,540
"8292","Orange",30,"Ozone",2,2021-01-09,546
"8293","Orange",34,"PM2.5",2,2021-01-10,551
